timestep,Bin_x,Bin_y,Bin_z,B_in_mag,Bout_x,Bout_y,Bout_z,B_out_mag,Bam_x,Bam_y,Bam_z,Bam_mag
1048.9375,-0.9436,0.9213,1.722,2.169,-1.0361,0.9707,1.7935,2.2875,-1.0648,0.857,1.7244,2.2004
1049,-0.9649,0.9198,1.6965,2.1576,-0.8657,0.942,1.7251,2.1477,-0.9872,0.8752,1.6267,2.0944
1049.0625,-0.9849,0.9182,1.7007,2.1692,-0.8924,1.0303,1.7195,2.1942,-1.0051,0.8687,1.6181,2.0936
1049.125,-1.0833,0.8571,1.6269,2.1343,-0.9119,0.963,1.8321,2.2618,-1.0555,0.8147,1.6819,2.1463
1049.1875,-0.946,0.9269,1.6702,2.1315,-0.9475,0.989,1.7394,2.2139,-1.0375,0.8568,1.6439,2.1244
1049.25,-0.9511,0.8369,1.8337,2.2288,-0.9001,0.9267,1.7648,2.1872,-1.0242,0.7947,1.7052,2.142
1049.3125,-0.9126,0.942,1.7395,2.1786,-0.9016,0.8878,1.8285,2.2236,-1.0076,0.8003,1.7016,2.1333
1049.375,-0.8574,0.9341,1.7288,2.144,-0.8077,0.9869,1.8897,2.2798,-0.9571,0.8353,1.6932,2.1167
1049.4375,-0.9559,0.8743,1.7607,2.1859,-0.9187,0.8819,1.7143,2.1356,-0.9813,0.7897,1.6759,2.0965
1049.5,-0.9459,0.9922,1.7094,2.1912,-0.8713,0.9399,1.754,2.1723,-0.9871,0.8501,1.7057,2.1462
1049.5625,-1.0107,0.9022,1.6911,2.1669,-0.9106,0.9359,1.7536,2.1864,-1.0527,0.8805,1.6893,2.1765
