TIME_UTC                 BISX        BISY       BISZ       BIST         BOSX      BOSY       BOSZ       BOST      dBX        dBY        dBZ        dBT                                                 
2006-06-09T01:44:16.792   -596.592   -626.530   1794.444   1992.108      3.880    112.607    133.306    174.545   -600.472   -739.137   1661.138   1914.751
2006-06-09T01:44:16.800   -598.432   -630.385   1798.916   1997.900      3.996    111.891    134.800    175.233   -602.428   -742.275   1664.116   1919.160
2006-06-09T01:44:16.808   -595.584   -631.163   1799.303   1997.643      4.796    111.889    134.463    174.993   -600.380   -743.052   1664.840   1919.446
2006-06-09T01:44:16.816   -594.720   -626.532   1794.181   1991.311      4.430    112.806    132.922    174.393   -599.150   -739.338   1661.259   1914.519
2006-06-09T01:44:16.823   -598.368   -626.816   1794.914   1993.153      3.592    112.648    133.498    174.712   -601.960   -739.464   1661.416   1915.585
2006-06-09T01:44:16.831   -598.128   -632.030   1800.973   2000.181      4.266    111.818    135.087    175.414   -602.394   -743.848   1665.885   1921.292
2006-06-09T01:44:16.839   -594.288   -629.841   1797.815   1995.499      4.848    112.320    133.888    174.829   -599.136   -742.161   1663.927   1917.920
2006-06-09T01:44:16.847   -595.520   -624.986   1792.094   1989.184      3.925    113.102    132.467    174.227   -599.445   -738.088   1659.627   1912.713
2006-06-09T01:44:16.855   -599.936   -628.829   1797.136   1996.258      3.534    112.266    134.209    175.009   -603.470   -741.094   1662.927   1917.999
2006-06-09T01:44:16.863   -596.800   -632.868   1802.053   2001.021      4.482    111.803    135.263    175.545   -601.282   -744.671   1666.790   1922.046
2006-06-09T01:44:16.870   -593.376   -627.369   1794.909   1991.830      4.700    112.741    133.049    174.456   -598.076   -740.111   1661.860   1915.003
2006-06-09T01:44:16.878   -597.152   -625.159   1791.924   1989.574      3.697    112.933    132.675    174.270   -600.849   -738.092   1659.249   1912.826
2006-06-09T01:44:16.886   -600.448   -631.072   1800.361   2000.023      3.653    111.934    135.072    175.462   -604.101   -743.006   1665.289   1920.985
2006-06-09T01:44:16.894   -594.880   -631.765   1801.090   1999.233      4.658    112.110    134.728    175.334   -599.538   -743.875   1666.362   1920.822
2006-06-09T01:44:16.902   -593.440   -625.482   1791.908   1988.551      4.507    112.987    132.418    174.129   -597.947   -738.469   1659.490   1912.272
2006-06-09T01:44:16.909   -599.552   -626.906   1793.702   1992.446      3.287    112.586    133.338    174.544   -602.839   -739.491   1660.363   1914.959
2006-06-09T01:44:16.917   -599.392   -632.488   1803.200   2002.709      3.885    111.958    135.480    175.797   -603.277   -744.447   1667.720   1923.391
2006-06-09T01:44:16.925   -592.960   -629.382   1797.972   1995.100      4.837    112.497    133.817    174.888   -597.797   -741.879   1664.155   1917.592
2006-06-09T01:44:16.933   -595.088   -625.143   1790.092   1987.300      4.087    112.873    132.226    173.899   -599.175   -738.015   1657.866   1911.072
2006-06-09T01:44:16.941   -601.040   -629.045   1797.507   1996.993      3.224    112.340    134.186    175.033   -604.264   -741.385   1663.321   1918.704
2006-06-09T01:44:16.948   -597.408   -632.249   1803.561   2002.366      4.312    112.033    135.328    175.737   -601.720   -744.282   1668.233   1923.285
2006-06-09T01:44:16.956   -592.096   -627.520   1793.976   1990.655      4.809    112.650    133.097    174.436   -596.905   -740.169   1660.879   1913.809
2006-06-09T01:44:16.964   -597.792   -625.884   1790.803   1988.985      3.649    112.670    132.594    174.038   -601.441   -738.554   1658.209   1912.289
2006-06-09T01:44:16.972   -601.008   -630.453   1801.230   2000.777      3.436    112.197    134.849    175.454   -604.444   -742.650   1666.380   1921.901
2006-06-09T01:44:16.980   -594.656   -631.139   1801.251   1999.115      4.701    112.213    134.784    175.444   -599.357   -743.352   1666.467   1920.655
2006-06-09T01:44:16.988   -593.312   -626.393   1790.832   1987.830      4.312    112.601    132.505    173.941   -597.624   -738.994   1658.327   1911.365
2006-06-09T01:44:16.995   -599.680   -627.339   1794.357   1993.210      3.342    112.560    133.258    174.467   -603.022   -739.898   1661.098   1915.811
2006-06-09T01:44:17.003   -599.584   -631.210   1803.142   2002.310      3.863    112.287    135.257    175.835   -603.447   -743.497   1667.884   1923.220
2006-06-09T01:44:17.011   -593.376   -629.561   1797.141   1994.532      4.568    112.305    133.912    174.831   -597.944   -741.866   1663.228   1916.828
2006-06-09T01:44:17.019   -595.216   -626.264   1790.408   1987.976      3.876    112.495    132.362    173.752   -599.092   -738.759   1658.047   1911.490
2006-06-09T01:44:17.027   -600.496   -628.705   1798.195   1997.340      3.291    112.466    133.994    174.968   -603.787   -741.170   1664.200   1919.233
2006-06-09T01:44:17.034   -598.032   -631.006   1802.032   2000.783      4.006    112.259    134.969    175.598   -602.038   -743.264   1667.064   1921.976
2006-06-09T01:44:17.042   -593.216   -628.184   1793.769   1991.012      4.281    112.346    133.097    174.226   -597.497   -740.530   1660.672   1913.954
2006-06-09T01:44:17.050   -597.248   -626.936   1792.797   1990.948      3.612    112.487    132.858    174.120   -600.860   -739.423   1659.939   1913.943
2006-06-09T01:44:17.058   -600.384   -629.888   1800.590   1999.836      3.442    112.429    134.530    175.358   -603.826   -742.317   1666.060   1921.300
2006-06-09T01:44:17.066   -596.416   -629.841   1799.007   1997.207      3.977    112.372    134.257    175.123   -600.393   -742.213   1664.750   1919.047
2006-06-09T01:44:17.073   -593.936   -627.694   1792.654   1990.067      3.968    112.348    132.873    174.049   -597.904   -740.042   1659.781   1913.119
2006-06-09T01:44:17.081   -598.720   -628.387   1796.013   1994.743      3.570    112.409    133.514    174.569   -602.290   -740.796   1662.499   1917.143
2006-06-09T01:44:17.089   -599.904   -629.692   1800.045   1999.139      3.404    112.486    134.386    175.283   -603.308   -742.178   1665.658   1920.736
2006-06-09T01:44:17.097   -594.800   -628.789   1796.509   1994.143      3.849    112.376    133.681    174.682   -598.649   -741.164   1662.828   1916.429
2006-06-09T01:44:17.105   -595.248   -628.232   1793.777   1991.640      3.780    112.194    133.241    174.227   -599.028   -740.426   1660.536   1914.274
2006-06-09T01:44:17.113   -599.904   -629.196   1797.726   1996.896      3.369    112.391    133.866    174.823   -603.273   -741.587   1663.861   1918.938
2006-06-09T01:44:17.120   -598.144   -628.671   1798.282   1996.702      3.511    112.603    133.850    174.950   -601.655   -741.273   1664.432   1918.804
2006-06-09T01:44:17.128   -594.576   -628.835   1795.612   1993.283      3.756    112.195    133.569    174.477   -598.332   -741.029   1662.043   1915.597
2006-06-09T01:44:17.136   -597.504   -629.386   1795.701   1994.412      3.615    112.015    133.577    174.365   -601.119   -741.400   1662.124   1916.683
2006-06-09T01:44:17.144   -599.520   -628.697   1797.647   1996.552      3.366    112.575    133.602    174.740   -602.886   -741.272   1664.045   1918.854
2006-06-09T01:44:17.152   -596.416   -627.937   1797.062   1994.856      3.478    112.548    133.666    174.773   -599.894   -740.485   1663.396   1917.049
2006-06-09T01:44:17.159   -595.728   -629.708   1795.933   1994.191      3.605    111.967    133.841    174.536   -599.333   -741.675   1662.092   1916.203
2006-06-09T01:44:17.167   -598.704   -629.507   1796.601   1995.620      3.572    112.208    133.609    174.513   -602.276   -741.715   1662.992   1917.921
2006-06-09T01:44:17.175   -597.712   -627.579   1796.956   1995.036      3.550    112.858    133.283    174.682   -601.262   -740.437   1663.674   1917.700
2006-06-09T01:44:17.183   -596.416   -628.369   1796.309   1994.313      3.414    112.285    133.810    174.713   -599.830   -740.655   1662.499   1916.316
2006-06-09T01:44:17.191   -597.744   -630.507   1796.625   1995.670      3.312    111.768    133.952    174.489   -601.056   -742.276   1662.673   1917.478
2006-06-09T01:44:17.198   -597.824   -629.036   1797.111   1995.668      3.635    112.439    133.506    174.584   -601.459   -741.475   1663.606   1918.103
2006-06-09T01:44:17.206   -596.464   -626.913   1795.882   1993.485      3.440    112.933    133.323    174.759   -599.904   -739.847   1662.559   1916.080
2006-06-09T01:44:17.214   -598.304   -629.344   1796.296   1995.174      2.967    112.035    133.969    174.667   -601.271   -741.379   1662.327   1916.898
2006-06-09T01:44:17.222   -597.760   -630.876   1798.064   1997.087      3.555    111.889    134.120    174.700   -601.315   -742.764   1663.944   1918.850
2006-06-09T01:44:17.230   -595.920   -628.013   1796.596   1994.312      3.882    112.695    133.354    174.638   -599.802   -740.708   1663.242   1916.973
2006-06-09T01:44:17.238   -597.616   -626.730   1794.511   1992.538      2.929    112.693    133.203    174.503   -600.545   -739.424   1661.308   1915.032
2006-06-09T01:44:17.245   -599.440   -630.377   1797.544   1996.965      2.962    111.859    134.217    174.744   -602.402   -742.236   1663.327   1918.453
2006-06-09T01:44:17.253   -596.096   -630.895   1799.146   1997.569      3.960    112.052    134.144    174.831   -600.056   -742.947   1665.001   1919.444
2006-06-09T01:44:17.261   -595.632   -626.763   1794.664   1992.091      3.613    112.824    132.971    174.423   -599.245   -739.587   1661.693   1915.021
2006-06-09T01:44:17.269   -599.808   -627.084   1794.070   1992.910      2.596    112.520    133.219    174.398   -602.404   -739.603   1660.851   1915.289
2006-06-09T01:44:17.277   -598.464   -632.017   1800.558   1999.904      3.337    111.807    134.872    175.222   -601.801   -743.825   1665.686   1920.924
2006-06-09T01:44:17.284   -594.784   -629.908   1798.281   1996.088      4.081    112.360    133.977    174.904   -598.865   -742.269   1664.303   1918.204
2006-06-09T01:44:17.292   -597.184   -625.319   1791.763   1989.489      2.946    112.997    132.444    174.122   -600.130   -738.316   1659.319   1912.748
2006-06-09T01:44:17.300   -600.752   -628.755   1796.515   1995.922      2.523    112.194    134.058    174.830   -603.275   -740.948   1662.457   1917.475
2006-06-09T01:44:17.308   -596.720   -632.963   1802.676   2001.589      3.719    111.731    135.264    175.482   -600.439   -744.695   1667.412   1922.332
2006-06-09T01:44:17.316   -594.784   -627.668   1794.785   1992.232      3.799    112.578    133.010    174.298   -598.583   -740.246   1661.775   1915.140
2006-06-09T01:44:17.323   -598.784   -625.156   1791.146   1989.363      2.676    112.789    132.452    173.989   -601.460   -737.945   1658.694   1912.481
2006-06-09T01:44:17.331   -600.176   -631.422   1801.047   2000.669      2.984    111.803    135.217    175.477   -603.160   -743.225   1665.830   1921.243
2006-06-09T01:44:17.339   -595.792   -631.964   1801.268   1999.729      3.791    112.009    134.872    175.360   -599.583   -743.974   1666.396   1920.904
2006-06-09T01:44:17.347   -595.488   -625.194   1790.749   1988.028      3.359    112.896    132.163    173.850   -598.847   -738.090   1658.586   1911.623
2006-06-09T01:44:17.355   -599.728   -627.067   1794.134   1992.938      2.619    112.479    133.387    174.500   -602.347   -739.546   1660.747   1915.158
2006-06-09T01:44:17.363   -599.744   -632.843   1803.760   2003.430      3.180    111.652    135.744    175.792   -602.924   -744.495   1668.016   1923.556
2006-06-09T01:44:17.370   -594.880   -629.317   1796.955   1994.736      3.810    112.393    133.617    174.643   -598.690   -741.710   1663.338   1917.096
2006-06-09T01:44:17.378   -595.920   -624.957   1789.984   1987.394      3.181    112.805    132.195    173.812   -599.101   -737.763   1657.789   1910.884
2006-06-09T01:44:17.386   -600.992   -629.541   1798.593   1998.112      2.497    112.114    134.594    175.190   -603.489   -741.655   1663.999   1919.152
2006-06-09T01:44:17.394   -598.848   -632.436   1803.134   2002.470      3.252    111.938    135.321    175.649   -602.100   -744.374   1667.813   1923.075
2006-06-09T01:44:17.402   -593.440   -627.146   1793.038   1990.093      3.840    112.608    132.786    174.148   -597.280   -739.754   1660.252   1913.221
2006-06-09T01:44:17.409   -597.600   -626.330   1792.161   1990.290      2.885    112.558    132.851    174.147   -600.485   -738.889   1659.310   1913.073
2006-06-09T01:44:17.417   -602.368   -630.991   1801.713   2001.791      2.432    112.100    135.138    175.598   -604.800   -743.092   1666.575   1922.353
2006-06-09T01:44:17.425   -596.432   -630.737   1800.156   1998.530      3.589    112.224    134.513    175.217   -600.021   -742.961   1665.642   1919.995
2006-06-09T01:44:17.433   -593.088   -626.599   1791.567   1988.490      3.629    112.535    132.794    174.102   -596.717   -739.134   1658.773   1911.522
2006-06-09T01:44:17.441   -600.624   -627.682   1795.239   1994.396      2.346    112.455    133.675    174.702   -602.970   -740.137   1661.564   1916.291
2006-06-09T01:44:17.448   -601.776   -630.923   1802.335   2002.151      2.725    112.259    135.146    175.710   -604.501   -743.182   1667.189   1922.826
2006-06-09T01:44:17.456   -593.360   -629.513   1797.541   1994.872      3.978    112.412    134.105    175.033   -597.338   -741.925   1663.435   1916.842
2006-06-09T01:44:17.464   -595.632   -626.459   1791.705   1989.330      3.044    112.513    132.923    174.175   -598.676   -738.972   1658.782   1912.081
2006-06-09T01:44:17.472   -602.688   -628.546   1797.787   1997.584      2.254    112.602    134.084    175.108   -604.942   -741.148   1663.704   1919.158
2006-06-09T01:44:17.480   -598.512   -630.881   1801.891   2000.759      3.306    112.409    135.130    175.803   -601.818   -743.290   1666.761   1921.655
2006-06-09T01:44:17.488   -592.800   -628.485   1795.191   1992.264      3.666    112.430    133.730    174.750   -596.466   -740.915   1661.461   1914.466
2006-06-09T01:44:17.495   -599.072   -626.646   1792.709   1991.326      2.609    112.695    133.107    174.427   -601.681   -739.341   1659.602   1913.876
2006-06-09T01:44:17.503   -601.824   -629.323   1799.909   1999.478      2.585    112.688    134.579    175.547   -604.409   -742.011   1665.330   1920.733
2006-06-09T01:44:17.511   -595.600   -630.443   1800.650   1998.634      3.585    112.376    135.026    175.708   -599.185   -742.819   1665.624   1919.663
2006-06-09T01:44:17.519   -594.832   -627.493   1793.106   1990.679      3.175    112.597    133.331    174.543   -598.007   -740.090   1659.775   1913.165
2006-06-09T01:44:17.527   -600.672   -627.218   1794.953   1994.007      2.551    112.905    133.516    174.873   -603.223   -740.124   1661.437   1916.255
2006-06-09T01:44:17.534   -599.280   -629.815   1801.514   2000.314      3.169    112.958    135.228    176.227   -602.449   -742.773   1666.286   1921.241
2006-06-09T01:44:17.542   -595.088   -628.727   1797.918   1995.479      3.343    112.888    134.539    175.658   -598.431   -741.615   1663.379   1917.014
2006-06-09T01:44:17.550   -597.360   -626.712   1792.670   1990.798      2.978    113.012    133.308    174.790   -600.338   -739.724   1659.363   1913.395
2006-06-09T01:44:17.558   -599.744   -628.475   1798.289   1997.127      3.087    113.177    134.500    175.809   -602.831   -741.652   1663.788   1918.761
2006-06-09T01:44:17.566   -598.016   -628.718   1800.569   1998.739      3.082    113.273    135.004    176.257   -601.098   -741.990   1665.565   1919.889
2006-06-09T01:44:17.573   -596.000   -627.422   1795.127   1992.826      3.046    113.154    133.900    175.335   -599.046   -740.576   1661.226   1914.937
2006-06-09T01:44:17.581   -597.952   -627.885   1795.020   1993.460      3.163    113.046    133.924    175.285   -601.115   -740.931   1661.096   1915.609
2006-06-09T01:44:17.589   -599.056   -628.678   1799.901   1998.436      3.027    113.323    134.701    176.055   -602.083   -742.000   1665.201   1919.886
2006-06-09T01:44:17.597   -597.872   -627.196   1797.727   1995.657      2.783    113.474    134.149    175.728   -600.655   -740.671   1663.577   1917.516
2006-06-09T01:44:17.605   -596.736   -627.956   1794.759   1992.883      3.050    112.994    133.876    175.213   -599.786   -740.949   1660.884   1915.015
2006-06-09T01:44:17.612   -598.000   -629.341   1797.815   1996.450      3.184    112.941    134.315    175.518   -601.184   -742.283   1663.499   1918.238
2006-06-09T01:44:17.620   -598.880   -627.140   1798.195   1996.363      2.762    113.595    133.966    175.665   -601.642   -740.736   1664.229   1918.416
2006-06-09T01:44:17.628   -598.000   -626.829   1795.264   1993.362      2.634    113.295    133.605    175.194   -600.634   -740.124   1661.659   1915.635
2006-06-09T01:44:17.636   -596.848   -629.924   1797.152   1995.692      3.062    112.569    134.435    175.368   -599.910   -742.493   1662.718   1917.242
2006-06-09T01:44:17.644   -598.368   -628.816   1798.602   1997.104      2.918    113.166    134.140    175.524   -601.286   -741.982   1664.462   1918.988
2006-06-09T01:44:17.652   -598.768   -625.603   1795.352   1993.287      2.509    113.707    133.294    175.223   -601.277   -739.311   1662.058   1915.868
2006-06-09T01:44:17.659   -597.824   -628.700   1796.329   1994.857      2.642    112.718    134.299    175.353   -600.466   -741.418   1662.029   1916.403
2006-06-09T01:44:17.667   -597.744   -630.907   1799.568   1998.446      2.850    112.439    134.835    175.588   -600.594   -743.347   1664.733   1919.535
2006-06-09T01:44:17.675   -598.400   -626.865   1796.530   1994.633      2.789    113.418    133.421    175.136   -601.189   -740.283   1663.109   1917.127
2006-06-09T01:44:17.683   -598.304   -625.920   1794.181   1992.192      2.377    113.279    133.381    175.010   -600.681   -739.199   1660.800   1914.547
2006-06-09T01:44:17.691   -598.720   -630.691   1799.156   1998.299      2.445    112.268    135.026    175.620   -601.165   -742.959   1664.130   1919.040
2006-06-09T01:44:17.698   -598.064   -630.046   1799.364   1998.087      2.945    112.669    134.443    175.436   -601.009   -742.715   1664.921   1919.583
2006-06-09T01:44:17.706   -597.424   -625.529   1793.763   1991.429      2.686    113.454    132.965    174.810   -600.110   -738.982   1660.798   1914.282
2006-06-09T01:44:17.714   -599.152   -627.718   1795.633   1994.320      2.058    112.761    134.068    175.196   -601.210   -740.479   1661.565   1915.871
2006-06-09T01:44:17.722   -599.552   -631.690   1801.284   2000.779      2.259    112.194    135.266    175.754   -601.811   -743.883   1666.017   1921.237
2006-06-09T01:44:17.730   -597.184   -628.535   1797.127   1995.332      2.870    112.863    133.748    175.028   -600.054   -741.398   1663.379   1917.437
2006-06-09T01:44:17.737   -597.120   -625.671   1792.642   1990.372      2.315    113.049    132.989    174.561   -599.435   -738.720   1659.653   1912.976
2006-06-09T01:44:17.745   -601.264   -629.255   1798.179   1997.731      1.470    112.331    134.652    175.361   -602.734   -741.586   1663.528   1918.479
2006-06-09T01:44:17.753   -599.152   -631.750   1801.474   2000.850      2.320    112.080    135.050    175.516   -601.472   -743.830   1666.424   1921.463
2006-06-09T01:44:17.761   -595.600   -627.419   1794.597   1992.228      2.765    112.826    133.284    174.648   -598.365   -740.245   1661.314   1914.671
2006-06-09T01:44:17.769   -599.152   -626.086   1793.096   1991.522      1.552    112.705    133.173    174.470   -600.704   -738.791   1659.923   1913.636
2006-06-09T01:44:17.777   -602.592   -630.785   1800.786   2000.959      1.379    111.934    135.107    175.456   -603.971   -742.719   1665.680   1921.172
2006-06-09T01:44:17.784   -596.960   -631.445   1800.251   1998.997      2.726    112.019    134.810    175.298   -599.686   -743.464   1665.441   1919.911
2006-06-09T01:44:17.792   -595.648   -626.395   1792.569   1990.093      2.295    112.617    132.932    174.237   -597.943   -739.012   1659.638   1912.609
2006-06-09T01:44:17.800   -602.080   -626.893   1794.815   1994.206      0.889    112.446    133.565    174.597   -602.969   -739.339   1661.251   1915.711
2006-06-09T01:44:17.808   -601.568   -632.329   1802.713   2002.872      1.716    111.691    135.698    175.760   -603.284   -744.020   1667.015   1922.617
2006-06-09T01:44:17.816   -595.072   -630.263   1798.008   1996.040      2.550    112.017    134.322    174.919   -597.622   -742.279   1663.687   1917.285
2006-06-09T01:44:17.823   -597.760   -625.292   1791.253   1989.195      1.472    112.691    132.653    174.064   -599.232   -737.983   1658.601   1911.715
2006-06-09T01:44:17.831   -603.536   -628.921   1797.757   1997.931      0.903    112.085    134.532    175.107   -604.439   -741.005   1663.226   1918.529
2006-06-09T01:44:17.839   -599.120   -633.206   1803.452   2003.081      2.105    111.550    135.881    175.817   -601.225   -744.756   1667.571   1922.739
2006-06-09T01:44:17.847   -594.832   -627.925   1794.640   1992.197      2.181    112.284    133.403    174.381   -597.013   -740.209   1661.238   1914.169
2006-06-09T01:44:17.855   -600.560   -625.617   1791.679   1990.523      1.003    112.514    132.901    174.135   -601.563   -738.131   1658.778   1912.658
2006-06-09T01:44:17.862   -603.440   -631.448   1801.347   2001.928      0.969    111.602    135.434    175.495   -604.409   -743.050   1665.913   1921.640
2006-06-09T01:44:17.870   -597.152   -632.071   1801.801   2000.648      1.979    111.626    135.249    175.376   -599.131   -743.697   1666.552   1920.791
2006-06-09T01:44:17.878   -596.080   -626.111   1791.500   1989.170      1.629    112.278    132.803    173.913   -597.709   -738.388   1658.697   1911.478
2006-06-09T01:44:17.886   -602.464   -627.776   1794.382   1994.209      0.581    112.023    133.804    174.508   -603.045   -739.799   1660.578   1915.329
2006-06-09T01:44:17.894   -602.304   -632.767   1803.866   2004.269      1.142    111.477    135.962    175.824   -603.446   -744.244   1667.904   1923.525
2006-06-09T01:44:17.902   -595.920   -629.821   1797.997   1996.144      1.793    111.872    134.274    174.780   -597.713   -741.694   1663.723   1917.119
2006-06-09T01:44:17.909   -598.176   -626.255   1790.595   1989.030      1.143    112.077    132.851    173.816   -599.319   -738.332   1657.744   1911.134
2006-06-09T01:44:17.917   -603.504   -630.040   1798.745   1999.162      0.531    111.664    134.779    175.027   -604.035   -741.704   1663.966   1919.314
2006-06-09T01:44:17.925   -600.528   -631.889   1803.302   2002.952      1.224    111.570    135.666    175.655   -601.752   -743.459   1667.637   1922.459
2006-06-09T01:44:17.933   -595.488   -628.378   1794.385   1992.306      1.609    111.854    133.714    174.337   -597.097   -740.232   1660.671   1913.713
2006-06-09T01:44:17.941   -600.464   -627.809   1792.726   1992.126      0.739    111.682    133.571    174.110   -601.203   -739.490   1659.155   1913.397
2006-06-09T01:44:17.948   -603.520   -630.888   1801.862   2002.239      0.474    111.658    135.379    175.486   -603.994   -742.546   1666.483   1921.809
2006-06-09T01:44:17.956   -598.336   -630.640   1800.627   1999.493      1.364    111.678    135.242    175.397   -599.700   -742.318   1665.385   1919.422
2006-06-09T01:44:17.964   -596.560   -628.290   1792.533   1990.932      1.312    111.535    133.682    174.105   -597.872   -739.826   1658.852   1912.219
2006-06-09T01:44:17.972   -602.176   -629.086   1796.551   1996.487      0.601    111.590    134.427    174.709   -602.777   -740.676   1662.125   1916.924
2006-06-09T01:44:17.980   -602.416   -630.592   1802.419   2002.315      0.869    111.734    135.547    175.665   -603.285   -742.325   1666.872   1921.838
2006-06-09T01:44:17.987   -597.024   -629.878   1797.409   1995.962      1.465    111.571    134.786    174.978   -598.489   -741.448   1662.623   1916.312
2006-06-09T01:44:17.995   -598.480   -628.817   1793.659   1992.687      0.979    111.394    134.058    174.301   -599.459   -740.211   1659.601   1913.515
2006-06-09T01:44:18.003   -602.672   -629.650   1799.335   1999.320      0.701    111.731    134.875    175.144   -603.373   -741.381   1664.460   1919.409
2006-06-09T01:44:18.011   -600.496   -630.129   1800.397   1999.772      1.087    111.799    135.307    175.522   -601.583   -741.928   1665.090   1919.605
2006-06-09T01:44:18.019   -597.104   -629.782   1795.682   1994.400      1.250    111.345    134.553    174.654   -598.354   -741.128   1661.128   1914.849
2006-06-09T01:44:18.027   -600.320   -629.407   1796.047   1995.576      0.828    111.423    134.362    174.553   -601.148   -740.830   1661.685   1916.091
2006-06-09T01:44:18.034   -602.032   -629.789   1800.036   1999.802      0.832    111.839    135.059    175.355   -602.864   -741.628   1664.977   1919.793
2006-06-09T01:44:18.042   -599.392   -629.528   1798.107   1997.190      0.897    111.581    134.986    175.135   -600.289   -741.109   1663.121   1917.175
2006-06-09T01:44:18.050   -598.160   -630.063   1796.069   1995.153      0.957    111.178    134.665    174.632   -599.117   -741.241   1661.403   1915.370
2006-06-09T01:44:18.058   -600.944   -630.100   1798.367   1998.070      0.918    111.484    134.850    174.969   -601.862   -741.584   1663.517   1918.195
2006-06-09T01:44:18.066   -601.168   -629.206   1798.691   1998.147      0.663    111.820    134.827    175.164   -601.831   -741.026   1663.864   1918.271
2006-06-09T01:44:18.073   -599.072   -629.462   1797.034   1996.107      0.756    111.417    134.914    174.974   -599.828   -740.879   1662.120   1916.074
2006-06-09T01:44:18.081   -599.296   -630.808   1797.766   1997.257      0.905    111.028    135.161    174.918   -600.201   -741.835   1662.605   1916.981
2006-06-09T01:44:18.089   -600.944   -630.372   1798.718   1998.472      0.949    111.443    135.010    175.066   -601.893   -741.815   1663.708   1918.460
2006-06-09T01:44:18.097   -600.160   -628.318   1797.123   1996.153      0.530    111.640    134.675    174.932   -600.690   -739.958   1662.448   1916.272
2006-06-09T01:44:18.105   -599.744   -630.091   1797.738   1997.141      0.522    111.080    135.337    175.086   -600.266   -741.171   1662.401   1916.568
2006-06-09T01:44:18.112   -600.000   -632.093   1799.524   1999.457      0.953    110.754    135.560    175.054   -600.953   -742.847   1663.964   1918.787
2006-06-09T01:44:18.120   -600.256   -629.375   1797.759   1997.087      0.838    111.494    134.794    174.932   -601.094   -740.869   1662.965   1917.200
2006-06-09T01:44:18.128   -600.080   -627.982   1796.532   1995.491      0.323    111.399    134.794    174.869   -600.403   -739.380   1661.737   1915.343
2006-06-09T01:44:18.136   -600.576   -631.873   1799.767   1999.779      0.531    110.519    136.160    175.369   -601.107   -742.393   1663.607   1918.349
2006-06-09T01:44:18.144   -600.080   -632.046   1799.812   1999.725      0.854    110.621    135.752    175.118   -600.934   -742.667   1664.060   1918.794
2006-06-09T01:44:18.152   -599.184   -627.895   1796.321   1995.004      0.733    111.450    134.562    174.724   -599.917   -739.344   1661.759   1915.195
2006-06-09T01:44:18.159   -601.088   -629.061   1797.267   1996.796      0.174    110.947    135.513    175.137   -601.262   -740.008   1661.754   1915.869
2006-06-09T01:44:18.167   -601.328   -633.559   1801.811   2002.378      0.544    110.134    136.823    175.643   -601.872   -743.694   1664.988   1920.291
2006-06-09T01:44:18.175   -598.720   -630.819   1799.220   1998.397      1.117    110.893    135.600    175.174   -599.837   -741.712   1663.620   1917.700
2006-06-09T01:44:18.183   -598.896   -627.092   1795.315   1993.759      0.683    111.387    134.946    174.980   -599.579   -738.480   1660.369   1913.549
2006-06-09T01:44:18.191   -602.672   -631.026   1799.426   1999.835      0.129    110.468    136.616    175.690   -602.801   -741.494   1662.810   1917.842
2006-06-09T01:44:18.198   -600.176   -633.822   1803.102   2003.277      1.044    110.271    137.135    175.973   -601.220   -744.093   1665.967   1921.090
2006-06-09T01:44:18.206   -596.992   -628.742   1797.333   1995.526      1.415    111.228    135.409    175.240   -598.407   -739.969   1661.924   1915.108
2006-06-09T01:44:18.214   -600.512   -627.409   1795.192   1994.234      0.497    111.321    135.346    175.246   -601.009   -738.730   1659.846   1913.641
2006-06-09T01:44:18.222   -603.328   -632.439   1802.239   2003.010      0.442    110.506    137.344    176.281   -603.770   -742.945   1664.895   1920.516
2006-06-09T01:44:18.230   -597.824   -632.572   1802.762   2001.872      1.684    110.835    136.887    176.140   -599.508   -743.407   1665.874   1920.209
2006-06-09T01:44:18.237   -596.688   -627.251   1794.938   1992.808      1.363    111.662    135.090    175.270   -598.051   -738.913   1659.848   1912.787
2006-06-09T01:44:18.245   -602.944   -628.388   1796.509   1996.461      0.166    111.227    135.850    175.576   -603.110   -739.615   1660.659   1915.349
2006-06-09T01:44:18.253   -601.872   -633.676   1805.237   2005.660      0.973    110.585    137.928    176.788   -602.845   -744.261   1667.309   1922.827
2006-06-09T01:44:18.261   -595.712   -630.940   1800.392   1998.592      1.916    111.100    136.448    175.968   -597.628   -742.039   1663.944   1917.418
2006-06-09T01:44:18.269   -599.024   -626.469   1792.870   1991.400      0.735    111.522    134.874    175.010   -599.759   -737.991   1657.995   1911.358
2006-06-09T01:44:18.277   -604.080   -630.285   1800.138   2000.667      0.168    111.019    136.770    176.157   -604.248   -741.304   1663.368   1918.708
2006-06-09T01:44:18.284   -599.328   -634.040   1806.298   2005.969      1.504    110.697    138.143    177.030   -600.832   -744.736   1668.154   1923.115
2006-06-09T01:44:18.292   -595.648   -628.651   1796.449   1994.298      1.652    111.396    135.593    175.492   -597.300   -740.048   1660.856   1913.865
2006-06-09T01:44:18.300   -601.120   -626.470   1793.581   1992.673      0.523    111.696    135.099    175.294   -601.643   -738.166   1658.483   1912.440
2006-06-09T01:44:18.308   -603.168   -632.102   1804.528   2004.915      0.792    110.999    137.929    177.048   -603.960   -743.101   1666.599   1922.113
2006-06-09T01:44:18.316   -597.200   -632.583   1804.087   2002.883      1.965    111.130    137.648    176.920   -599.165   -743.714   1666.439   1920.710
