seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
43,[26.35672084 13.62197903 18.607589  ],[35.25205804 47.72012286 47.79314255],[6.95626649 7.17785091 7.38174938],[189.26968669  75.04939748 133.88207013],[15.98879953 11.29143354 14.98749597],[36.62563765 40.01228686 57.53725221],[40.07854394 29.301579   29.69537931],[11.68369921  9.0829503  14.98247276],[116.78414512  94.14515008 198.20435093],[12.49725098 12.74821304 21.73727811],[0.9940129  0.99816988 0.94748466],[0.98924578 0.97750195 0.73557165],[0.99958378 0.99949224 0.99204339],[0.78878248 0.94869044 0.40398148],[0.99782984 0.99875186 0.96823922],[0.98860815 0.98412247 0.70322106],[0.98644903 0.9915116  0.89062735],[0.99882624 0.99920063 0.96767703],[0.90153571 0.92291524 0.28123436],[0.99866036 0.99840181 0.93671283],[19.22159344 24.36466135  9.89919449],[16.69573144 13.47543444  1.70568483],[30.79189675 29.92957683 17.92981066],[ 2.09779971  9.5425213  -7.24145179],[23.56310383 25.99448385 11.778415  ],[16.36371708 15.00559803  0.09401423],[15.58118227 17.71164502  5.83921904],[26.28781362 27.88492675 11.78132665],[  6.29174325   7.57350646 -10.64926709],[25.70313114 24.94047925  8.54889335]
44,[28.211869   44.7700786  13.10175718],[60.24867908 27.04823379 48.31989709],[  3.19384493 154.83373076   2.67253487],[755.83407447 111.72779208 301.40649344],[3.26977531 3.19923277 2.45841984],[50.41158122 25.3518641  42.73483875],[22.32205551 16.19473551  3.01819028],[ 6.27865074 12.27999893  3.11905254],[516.02625339 150.99813668 413.17648769],[38.72275304  8.58569517 26.11059379],[0.99317422 0.98036915 0.97613262],[0.97019797 0.99290336 0.77153975],[0.99991224 0.8235175  0.99894563],[0.30406314 0.89609013 0.19006441],[0.99990815 0.99989913 0.99910985],[0.97883536 0.99367012 0.8068126 ],[0.99573851 0.99742294 0.99865575],[0.99968705 0.99858409 0.99860205],[0.42351578 0.8310177  0.14012858],[0.98734059 0.99927409 0.91231147],[18.6307838  14.02970836 12.94640566],[12.04047038 18.40668727  1.61047657],[37.55314446  3.25215393 26.75452897],[ -9.92910837   6.08624117 -14.2900555 ],[37.34906277 36.9485487  27.47987553],[13.58881458 18.96926754  2.67735519],[20.66473729 22.86198831 25.69806425],[31.68209446 25.26549892 25.41254278],[ -6.61401498   3.47003374 -17.0297154 ],[15.88009644 28.3739562   6.95666162]
45,[31.56370945 84.05780816 13.96878686],[12.34557953 13.54082184 77.71458151],[ 37.19962122   9.21243972 132.7557811 ],[ 94.78118517 459.78055613 823.28215931],[2.05552345 1.70196398 7.40832509],[12.72205351 14.52396358 56.52890564],[ 4.59485842 15.31852551  6.67911279],[6.60614892 8.46215755 7.20330134],[201.1044997  250.22212218 445.99117113],[17.46005114 24.43853485 38.55205972],[0.99144233 0.92785077 0.97271597],[0.99868849 0.99819299 0.596076  ],[0.9882867  0.99916386 0.4010028 ],[0.9305342  0.43981267 0.07070443],[0.99996379 0.99997143 0.99191662],[0.99860775 0.99792453 0.71125333],[0.99981821 0.99768627 0.99339798],[0.99963084 0.9993348  0.99235279],[0.76749582 0.66891512 0.12865051],[0.99738417 0.99416026 0.83363957],[17.65566023  8.55790427 12.38982277],[25.80919134 24.41656502 -2.51705367],[16.22865062 27.76197232 -7.16807226],[  8.10497827  -6.20154652 -23.0179775 ],[41.38097225 42.43045823 17.89859596],[25.54827661 23.80776248  0.24758503],[34.39397829 23.34512622 18.79862104],[31.24045378 28.49984336 18.14236492],[  1.57098521  -0.91704856 -17.69352864],[22.79851074 19.28796219  3.57204487]
46,[49.12313562 50.59856768 14.0892033 ],[20.03446171 54.89503401 18.85719597],[ 4.54265826 11.34018054  5.87682424],[ 37.94091176 112.11633572  84.79745138],[ 4.01338591 19.90723447  9.03796347],[22.90977631 44.47505358 22.22843502],[24.44867923 33.27330164 11.74138066],[ 5.47732756 24.02371039  6.88035696],[ 23.24905611 147.59506213  64.75169323],[ 4.70630283 16.03393441  7.77854123],[0.97900357 0.97466362 0.97113292],[0.99654597 0.96988805 0.94599552],[0.99982234 0.99873305 0.99493793],[0.9878121  0.89448629 0.56991713],[0.99986138 0.99609038 0.98811475],[0.99550753 0.98045483 0.93129447],[0.99488057 0.9891008  0.98023394],[0.99976662 0.99429261 0.99301617],[0.99537566 0.83642342 0.66840916],[0.99980931 0.99747208 0.99118202],[13.81369936 12.96670104 12.31526787],[21.60386741 12.25880433  9.7834543 ],[34.49321965 25.95706613 19.91014254],[16.05726571  6.05608759 -3.27465941],[35.56920254 21.06924687 16.17158495],[20.439004   14.0871359   8.35481883],[19.87431292 16.60754756 13.89861322],[32.8680467  19.43666383 18.54077717],[20.31131446  3.66802894 -0.932026  ],[34.1858236  22.94866345 17.47503343]
47,[47.12248046 44.63711517 13.9480647 ],[18.83178237 35.71267099 18.68192841],[ 2.6672056   1.92122076 51.47587356],[ 40.29331234 394.80982579 125.86132119],[2.5095998  3.07267758 6.82661438],[36.41104633 47.54201153 29.70502884],[1.55130724 3.97368134 4.21310868],[5.49150194 3.82501469 6.79083317],[ 36.57971726 292.72913242 108.98480843],[ 5.82916124 30.04843712 16.66937583],[0.98070343 0.98049247 0.97165965],[0.99695168 0.9876671  0.94701536],[0.99993876 0.99996359 0.74355266],[0.98628299 0.49749804 0.43121187],[0.99994585 0.99990739 0.99317559],[0.98875757 0.97828856 0.88608347],[0.9999793  0.99984426 0.99738831],[0.99975845 0.99986314 0.99318168],[0.98864493 0.61011646 0.48242493],[0.99970751 0.99121195 0.96161343],[14.17485811 14.05554312 12.40271752],[22.14159244 15.99301885  9.86456251],[39.11829109 41.3779201   1.06092208],[15.53476157 -4.87829355 -6.70484914],[39.64733154 37.29912566 18.60888916],[16.41475779 13.50791444  5.83639702],[43.82546459 35.06560477 22.80094334],[32.84559815 35.39680336 18.65453535],[16.37461409 -2.27985341 -5.45432272],[32.3272996  17.49302773 10.85460982]
48,[28.1399677  44.23356569 13.64688238],[29.89913482 16.21401644 13.79222042],[2.82984436 1.90645878 3.55512113],[ 59.59905257  81.15999966 127.4440463 ],[12.48506595  2.83429511  5.19902416],[29.60813855 57.66172982 35.23653996],[42.22642103 33.94478307  2.39388643],[12.81601317  9.98027844  4.13633546],[72.94882525 72.66249521 74.16347084],[ 8.64881734 14.38478424 11.05579671],[0.99318087 0.98070535 0.97384769],[0.99228437 0.99740428 0.97315106],[0.99993107 0.99996416 0.99813711],[0.97092597 0.94038121 0.41370857],[0.99866937 0.99992153 0.99602143],[0.99252608 0.96848717 0.8498463 ],[0.98671465 0.98879205 0.99915435],[0.99858579 0.99903275 0.99751928],[0.95751619 0.95138228 0.61621059],[0.99935757 0.99796308 0.98239973],[18.65294908 14.13442651 12.59232761],[18.12624854 22.85165332 12.5003128 ],[38.60416996 41.4449171  24.27590853],[12.13463385  8.86262477 -6.81339445],[25.71160416 38.00056415 20.97455987],[18.21119888 11.83171216  4.35313146],[15.1277355  16.43400475 27.71092574],[25.48436207 27.06661235 22.96068152],[10.37905492  9.82325935 -2.11080435],[28.90028647 23.89139846 14.4211957 ]
49,[27.74919045 46.00444965 23.24987842],[29.82461422 49.08988632 16.79769115],[ 9.20878257  2.31244407 11.16721925],[348.04995795  97.20017331 167.32142535],[2.65885031 4.3044522  9.08665838],[20.99272936 37.66018675 75.1169322 ],[9.97758037 2.77325757 8.443305  ],[ 5.51974487 10.90614605  7.79276615],[227.15940998 136.1657458  190.80481546],[24.33486549 15.44762679 21.28986603],[0.9934026  0.97926045 0.91714232],[0.99242928 0.97606492 0.95806036],[0.99927133 0.99994733 0.98206939],[0.56934026 0.91860045 0.31871417],[0.99993935 0.99981745 0.98786144],[0.99622988 0.98597339 0.59864657],[0.99914463 0.99992419 0.98965263],[0.99976512 0.99883474 0.99100795],[0.72781687 0.85653482 0.28070832],[0.9949441  0.99765775 0.93880355],[18.77441462 13.79346871  7.96458286],[18.14792427 13.22962497 10.78800475],[28.35537659 39.76804073 14.33409573],[-3.19341074  7.29612471 -9.17803453],[39.14554322 34.37110771 16.12491257],[21.19804283 15.53181611 -2.22176027],[27.65891628 38.18966136 16.76274703],[32.80104089 26.29603932 17.45916371],[  0.51280633   4.36810812 -10.31879004],[19.91484197 23.27223013  8.72953801]
50,[24.11205215 49.19112324  5.1659303 ],[20.43694122 27.19345547 18.45748418],[5.56755616 1.4066462  3.6904781 ],[148.16355541  84.70218558  52.27667758],[3.43805462 1.63519682 5.19718019],[20.97306346 21.69945957 22.42498585],[2.78045358 9.9357705  4.91909976],[5.76798966 6.45566215 5.70085182],[ 84.92747615 184.32813608  53.65337434],[11.09733232 23.24756953  7.35722502],[0.99502887 0.97615976 0.99606677],[0.99640023 0.99277025 0.94833638],[0.99973315 0.99998049 0.99799508],[0.85199748 0.93524263 0.74703198],[0.99989907 0.99997403 0.99603674],[0.99621444 0.99535699 0.9322366 ],[0.99993345 0.99902608 0.9964367 ],[0.99972627 0.99963867 0.99519501],[0.94331524 0.77319978 0.73902615],[0.99894176 0.99470917 0.992119  ],[19.99473749 13.21173071 21.03002574],[21.43110305 18.36017756  9.96954649],[32.72612884 44.08576795 23.95134393],[4.22459315 8.49157317 0.92683702],[36.91316553 42.77806481 20.9776411 ],[21.20618355 20.32048714  8.27835303],[38.75710799 27.10543447 21.45528398],[32.41893151 30.85064962 20.17420153],[9.05845661 1.73763287 0.70105577],[26.73504914 19.7219144  17.95871581]
51,[26.32061557 48.15941418 26.68843188],[28.31338139 49.38364904 41.8265637 ],[ 4.27766247  1.98946312 27.23099165],[ 40.76139136 131.57523084 400.20786006],[ 9.2592803  13.27098067 25.20561699],[39.96945454 41.02363324 65.69692104],[66.0396328  76.01662351 11.23296239],[11.18207333 18.71095492 16.89970646],[ 54.94839809  73.71320506 253.90013422],[ 7.39846892  6.80268223 38.834604  ],[0.99406265 0.97718669 0.89259497],[0.99311176 0.97590514 0.78109498],[0.99984246 0.99996097 0.90558982],[0.98600048 0.86549848 0.14499692],[0.9992625  0.99826138 0.91745848],[0.98631511 0.98330458 0.65710113],[0.96435116 0.94509309 0.98118884],[0.99892958 0.99656069 0.95944678],[0.97499345 0.95073014 0.22402107],[0.99952896 0.99954409 0.83160832],[19.23350013 13.39584159  6.76653545],[18.59958619 13.17780195  2.86395286],[35.01529071 41.07474764  6.59172745],[ 15.43444097   4.66598269 -16.75271569],[28.30787634 24.59140517  7.26304993],[15.60485654 14.78878308 -1.05790374],[11.24332798  9.43129399 14.28311049],[26.66897425 21.60754645 10.73541336],[ 12.84032025   9.6985596  -12.80026202],[30.2565839  30.39586181  3.50861897]
52,[26.00081989 43.61139073 15.03934034],[30.33430341 27.26950122 65.53035264],[ 8.56371231  8.04212922 40.94837168],[378.94234134 243.66082748 768.22819986],[6.54908524 4.73410777 6.32629724],[35.4243815  24.61302677 89.14355765],[ 7.1463359  13.37227034 14.76339647],[6.61241503 6.88985898 6.08786669],[419.5803376  133.88745954 417.05097463],[34.15151261  9.27676518 38.67184184],[0.99422498 0.98122387 0.96831555],[0.99216216 0.99274565 0.65275911],[0.99936913 0.99936266 0.81750572],[0.53645437 0.67859451 0.07652146],[0.9996308  0.99977892 0.99415029],[0.9893611  0.99403909 0.5473023 ],[0.99956056 0.99824083 0.9692735 ],[0.999628   0.99955441 0.99454342],[0.49783033 0.85950223 0.13993878],[0.99010509 0.99915221 0.83318443],[19.33968012 14.25746678 11.74842083],[18.00074044 18.33592161 -1.03585352],[28.98617959 28.94204456  3.04826385],[ -3.93204171  -0.68624879 -22.41680832],[31.3158081  33.5447027  19.27000472],[16.65337544 19.22616502 -3.70880266],[30.55775246 24.52536254 11.90927093],[31.23221888 30.28525884 19.60369391],[ -4.81688159   4.51466748 -17.11078622],[16.9712221  27.70153423  3.54509945]
53,[10.62312407 42.86734021 15.31914081],[12.97988769 59.42553006 27.40889178],[26.70226184  2.83531314 46.02510079],[ 12.84017029 500.52627447 819.63688483],[ 3.05165468 10.32888527  8.82636093],[ 40.97164729  59.44450269 136.56810652],[21.76202623  2.83891075  8.77748417],[ 6.90925485 11.65886019  8.67595887],[ 41.11012158 271.58983862 437.48317141],[ 9.20950659 25.76631438 42.24448984],[0.999028   0.98200096 0.9653981 ],[0.99854937 0.96464996 0.89107976],[0.99390923 0.99992075 0.78609072],[0.99858538 0.40980727 0.08011423],[0.99991993 0.998995   0.98901858],[0.98588785 0.96604577 0.39937573],[0.99596153 0.99992055 0.9888557 ],[0.99959766 0.99876814 0.98913981],[0.98579764 0.64236062 0.13783314],[0.99927123 0.99352339 0.8107638 ],[27.11437589 14.40693475 11.58830842],[25.37400228 11.57000422  6.53516706],[19.10845997 37.9974449   2.03310162],[ 25.4680053  -6.9390721 -22.9794333],[37.94871322 26.76839643 16.37736293],[15.38975246 11.56723154 -7.41398918],[20.88543438 37.9864307  16.42559548],[30.85079673 25.71634361 16.5266469 ],[ 15.36044575  -1.62880484 -17.52623045],[28.35469372 18.82841947  2.77759519]
54,[26.00262132 45.93472362 18.23359524],[28.16988598 48.71241529 24.46287965],[ 2.45347515  1.68549136 18.90284828],[ 42.8040684  232.60929763 222.59685617],[ 6.2565835   5.95981485 11.56176859],[22.16927642 37.5989599  32.76607783],[28.20858797 17.53345032  5.30841753],[ 7.22841872 13.91372137 12.8248239 ],[ 80.35585337 130.10422505 126.58574191],[11.49540418 18.74518996 19.07935642],[0.99423895 0.97931176 0.95231235],[0.99318649 0.97644972 0.9074039 ],[0.99994818 0.99997198 0.94988284],[0.984527   0.69921853 0.23451368],[0.99966296 0.99964967 0.98015893],[0.99576288 0.98598007 0.85268445],[0.99319589 0.99696846 0.9958609 ],[0.99956899 0.99811285 0.97597891],[0.94829651 0.86638469 0.37885964],[0.99886296 0.99655461 0.94899823],[19.33907835 13.80664335 10.07555039],[18.64371919 13.29667223  7.52284501],[39.84378772 42.51493487  9.76245161],[ 15.00971998  -0.2830759  -11.65738394],[31.71267607 31.54481014 14.03251113],[20.7243906  15.54594888  4.98450742],[18.63179403 22.17211776 20.79369509],[30.45855493 24.18059946 13.13196838],[ 9.53907062  4.7636375  -6.75469924],[26.42893606 21.59166858  9.68172216]
55,[28.52301313 89.19988817 15.61954704],[30.90801532 16.49502699 28.25246125],[12.98865681  2.58691001 10.79602682],[142.08575881  29.12310268  86.50698042],[9.5940687  2.72636859 9.36020807],[30.40262135 20.38543782 30.04570233],[34.43852626  3.80749307  2.84300196],[10.30459962  7.48674674  9.06961998],[100.93045148  32.85131689 108.94725739],[17.05048878  5.012167   14.80965407],[0.99302899 0.91871701 0.96385895],[0.99177026 0.99732727 0.88337121],[0.99855009 0.99993408 0.98315455],[0.86134295 0.99175438 0.55155423],[0.99920713 0.99992688 0.98729679],[0.99206812 0.99590688 0.88416697],[0.99014392 0.9998571  0.99880844],[0.99909599 0.9994567  0.98783809],[0.9220993  0.98955349 0.46485627],[0.99750496 0.99975259 0.96894986],[18.53551293  8.0421793  11.41962788],[17.83799859 22.70240489  6.27187083],[25.36813614 38.79383909 14.62771749],[ 4.58840995 17.76471267 -3.44802647],[27.99936449 38.3377741  15.86728653],[17.98120036 20.86306464  5.73734938],[16.89852981 35.43668306 26.2174534 ],[27.37879853 29.56360266 16.14121478],[ 7.55897665 16.71840983 -5.45132945],[23.0046843  33.04895484 11.8820983 ]
56,[51.51505659 45.69466375 23.64824046],[53.84227926 45.61212928 15.1821426 ],[ 5.39103257  3.81085234 15.74238935],[662.42928134  60.09441972 162.90975728],[25.78967317  7.0913465   6.11358099],[44.55934123 40.19326288 69.78177124],[6.91344125 2.58831093 8.07699858],[27.44216296  8.30380361  6.19130857],[362.46940711  61.97763765 207.02566766],[34.32492673  5.12843578 14.96694366],[0.97689003 0.97956605 0.91383224],[0.97508187 0.97964297 0.96540432],[0.99974982 0.99985679 0.96533993],[0.3445116  0.96612679 0.33510868],[0.99429363 0.99950472 0.99450561],[0.98301378 0.98398068 0.63888684],[0.99958866 0.99993393 0.9904951 ],[0.99350127 0.99931989 0.99439348],[0.55406187 0.9641147  0.27337818],[0.99000779 0.99974066 0.96851208],[13.40073735 13.85215578  7.81701993],[13.01695225 13.86785857 11.66633526],[33.00598186 35.42902307 11.35158359],[-8.78336945 11.47278258 -8.94594535],[19.4105042  30.03489137 19.56708318],[14.66064574 14.96640023 -1.58184319],[30.84553543 38.78913656 17.14799646],[18.87105419 28.66392412 19.45734759],[ -3.54600618  11.20476513 -11.02748729],[16.92722859 32.84976707 11.79033411]
57,[48.74804522 45.5293339  13.37469108],[24.92898083 45.35571946 21.87507934],[ 2.22159085  7.10734295 18.25544739],[ 25.09940855  60.47100698 176.71835565],[4.20697105 5.33449697 9.8562701 ],[41.02858504 40.92325063 21.62313803],[64.57215405 53.18799044  8.9176148 ],[4.03455815 3.57220021 4.40332383],[ 41.35505393  59.643797   107.32669823],[ 7.43545444  8.21600947 23.38608751],[0.97932647 0.97970626 0.9748338 ],[0.99469249 0.97984667 0.92725521],[0.9999575  0.99950214 0.9541422 ],[0.99463077 0.96569627 0.31784524],[0.99984802 0.99972035 0.98592219],[0.98584972 0.98359777 0.93443887],[0.96604409 0.97239439 0.98843755],[0.99986406 0.99988802 0.99713717],[0.98564276 0.96661411 0.47968603],[0.99952458 0.99933485 0.92792757],[13.88027687 13.88363957 12.76732139],[19.7053305  13.91682429  8.49400385],[40.70613941 30.01532006 10.06514697],[19.64615122 11.41852149 -9.65263665],[35.16003051 32.50759605 15.41874466],[15.37769018 14.81006303  8.59462217],[11.43851549 12.53319386 16.28802241],[35.52350139 35.99074966 22.41738407],[15.30884914 11.53815983 -5.3211588 ],[30.21327063 28.75624688  7.91384518]
58,[27.21129263 91.4802821   3.91884125],[30.1093774  31.6754326  22.53184612],[ 3.59703341  4.51594749 68.60534805],[ 70.67111023 119.40438972 254.92819992],[10.42271978  4.65347254  6.82816599],[34.44169798 35.77869669 28.78830147],[26.18515915  3.90793196  8.01049242],[10.82998416  6.47170031  5.51962879],[110.98441067  77.5911042  160.06168186],[11.88989049 12.49620781 26.99087808],[0.99365857 0.91430445 0.99784108],[0.99219181 0.99005995 0.9302113 ],[0.99988859 0.99979886 0.64628991],[0.95959334 0.8832731  0.21988518],[0.99906513 0.99978641 0.99318131],[0.98992565 0.98731232 0.89558351],[0.99418283 0.99984938 0.99065619],[0.99899809 0.99959122 0.995531  ],[0.9083177  0.94536876 0.34062415],[0.99878477 0.99846274 0.90707347],[18.94443752  7.8229156  23.42984317],[18.06538547 17.0350144   8.23706105],[36.52053154 33.95448784 -1.43416285],[ 10.65458269   5.50905964 -12.835361  ],[27.27979974 33.69392238 18.60691518],[16.89772989 15.97697517  6.10867575],[19.27831661 35.21052564 17.21981231],[26.94686454 30.82909754 20.45479916],[ 6.73418137  9.25322685 -8.79275093],[26.13586388 25.11390073  6.66865631]
59,[49.05766023 90.2605347  13.72741755],[36.60286312 28.21947616 34.65173963],[140.38953529   2.63545198   6.86143989],[296.01476122 171.92775787 173.38092785],[6.22228276 1.25578137 5.72445008],[36.07590674 28.77135782 39.09487224],[16.81213789 15.40936428  6.57184785],[5.68105273 6.58024112 5.62947749],[200.24075813 264.49680649 198.52103179],[20.1859814  27.00581747 14.32495509],[0.97905976 0.91663248 0.97336916],[0.98852801 0.99222918 0.84818857],[0.86428173 0.9999315  0.99309814],[0.63192257 0.79463851 0.31700473],[0.99966707 0.99998445 0.99516928],[0.98895144 0.99193079 0.82895807],[0.99757973 0.99766207 0.99366196],[0.99974023 0.99958778 0.99531221],[0.7695787  0.6482533  0.27953342],[0.99651066 0.99288351 0.97089879],[13.82528435  7.93950746 12.5412197 ],[16.36911982 18.03848655  4.49849574],[ 4.69272624 38.63236336 18.56469132],[-1.7868464   2.34254551 -9.48702987],[31.76042611 45.07118481 20.13832114],[16.49507586 17.87025834  3.45060062],[23.1269621  23.29377106 18.93924658],[32.55084456 30.68462935 20.28363484],[  1.60837135  -1.39894316 -10.66313389],[21.5384236  18.42031894 12.1711312 ]
60,[28.38800735 87.68947847 11.07888904],[25.36589234 28.96659023 12.57205459],[2.14333704 9.56871957 8.08008981],[ 36.88724992  93.70010581 302.2300958 ],[3.50017906 6.50168423 8.60010827],[ 35.39817763  40.75594017 106.61299048],[2.22603535 8.31642029 8.52503276],[6.79644091 8.70076389 7.70612349],[ 35.40492236  95.94019192 218.36245017],[ 5.18449645 15.08035768 23.84904069],[0.99309545 0.92135508 0.98550774],[0.99451514 0.99184421 0.97664672],[0.99996045 0.99909816 0.99047928],[0.98851312 0.92316541 0.17771214],[0.99989451 0.99958299 0.98967633],[0.98940628 0.98370146 0.4857817 ],[0.99995734 0.99931857 0.98942684],[0.99961633 0.99930023 0.99127099],[0.98940151 0.91970286 0.2652927 ],[0.99976866 0.99776391 0.92563025],[18.57672279  8.19051576 14.40307233],[19.55441807 17.81151798 13.30487142],[41.01761159 27.43238896 17.14467282],[ 16.30189541   7.61466387 -14.31375759],[36.75761572 30.78894804 16.60291821],[16.65980289 14.84564718 -5.26320592],[40.68877984 28.65073691 16.67907546],[30.99379006 28.25831783 17.5562773 ],[ 16.65814805   7.40945384 -11.49056259],[33.34528934 23.48123265  7.74357829]
61,[26.41049477 45.78577809  7.5248692 ],[32.34986165  8.95114176 15.16271777],[ 3.83527074 66.6414807  68.82778643],[149.41360681  47.30172932 105.81867911],[8.75122998 1.53867618 7.27262627],[31.66322569 55.50272885 46.02443478],[ 3.11521313 11.67281895 20.13019149],[7.95427143 9.21947954 6.06211153],[105.36839221  55.48265389 140.33530011],[15.3739474  10.32585318 21.32690129],[0.99403391 0.97949112 0.9933272 ],[0.99095688 0.99921002 0.96639434],[0.99987337 0.9588075  0.63678314],[0.84993669 0.97862016 0.47144693],[0.99934123 0.99997677 0.99219944],[0.99139928 0.97091591 0.77424529],[0.99991645 0.99866212 0.9432163 ],[0.99946343 0.99924865 0.99508834],[0.91626202 0.97091195 0.36747931],[0.99797106 0.99894988 0.93812377],[19.20389023 13.83485352 17.76301748],[17.44197242 28.0118968  11.67745556],[35.96350042 10.57457274 -1.46227946],[ 4.15161798 13.55192513 -5.19825014],[28.79803903 43.30652088 18.05917118],[17.62831784 12.16317878  2.03322731],[37.76966567 25.70595051  9.21603846],[29.62741284 27.75533741 19.64051814],[ 7.18521391 12.16632097 -7.65034197],[23.90371316 26.77094659  8.71444141]
62,[30.26751224 46.36131848 25.78648208],[31.80284449 48.70196732 51.23144115],[ 5.91784708  2.97219637 18.98688313],[101.30433229  53.30514199 153.04853541],[12.83831014 12.79282247 27.54395884],[38.74518769 41.67803031 50.02638043],[ 8.79482582 33.19465488 17.58671617],[15.98903928 18.21073788 22.40417514],[ 61.5176407   57.73740811 243.24704059],[10.40492954  4.89353425 27.8457526 ],[0.99212774 0.97887826 0.89900848],[0.99128405 0.97657591 0.71223174],[0.9996985  0.99991288 0.95079836],[0.92141314 0.97350148 0.36976138],[0.99857981 0.9983845  0.90361748],[0.98711385 0.98271949 0.74865635],[0.99933624 0.98910521 0.95540505],[0.99780586 0.99673701 0.93195698],[0.96861326 0.96888673 0.24469767],[0.99906808 0.99976398 0.90268873],[18.01988644 13.72634993  7.06515463],[17.59010166 13.2985354   1.10226513],[32.19614621 37.5879155   9.72392304],[ 7.5268606  12.51408341 -8.40358697],[25.46926371 24.91013804  6.49246937],[15.87506559 14.65132178  1.30901496],[28.75487611 16.62810235 10.38930149],[23.56297358 21.84291463  8.2864174 ],[ 11.85942755  11.82031982 -12.42795472],[27.2946381  33.25701285  6.39781738]
63,[ 6.50286294 47.78015163  5.22086743],[11.02610187 28.71015372 29.5798837 ],[12.22494782  4.56487772  3.22912191],[ 16.27293669 139.21711099 436.63964973],[2.44617488 2.86523336 2.33812354],[31.79496551 42.38850593 32.03097815],[ 6.12380864 19.82103458 25.46817069],[ 3.74434553 13.88093517  3.48547473],[ 54.92959775  74.03697267 230.03367955],[ 8.43969618 10.97777854 36.18055391],[0.99963595 0.97756447 0.9961585 ],[0.99895427 0.9918432  0.88550915],[0.99871564 0.99979461 0.99846335],[0.99772641 0.85098171 0.1311891 ],[0.9999485  0.9999191  0.99919247],[0.9914035  0.98254513 0.87394257],[0.99967809 0.99612244 0.91500243],[0.99990143 0.9981198  0.99823051],[0.97497168 0.95001431 0.24320826],[0.99938711 0.99881408 0.84885105],[31.37732896 13.46451503 20.93814327],[26.79098096 17.88875515  5.87306734],[25.89448069 33.86088253 25.11130775],[ 23.41010228   4.17561316 -17.50946681],[39.86967093 37.90626552 27.91564751],[17.59225381 14.50450332  5.18159256],[31.89898875 21.10693911  7.17304155],[36.1719026  24.20109098 24.44775781],[ 12.8432926    9.66049245 -11.94283194],[29.11288472 26.2391762   4.12349236]
64,[25.37792852 20.53367575 13.08505855],[19.83724692 35.32924508 19.03067167],[4.85740525 2.17410459 5.6731842 ],[454.04489232  18.7260708   67.15197583],[2.19099984 6.10770091 2.27363395],[33.73552265 22.46185619 19.33511722],[15.26429978 17.35896741  6.92209405],[10.46793284 13.65420901  5.02184657],[236.76010094  22.19039193  98.98353808],[27.74999838  3.36727091  8.86501593],[0.99451389 0.99588797 0.97513045],[0.99663579 0.98768999 0.94852611],[0.99979694 0.99995345 0.99528107],[0.46960081 0.99657543 0.66017493],[0.99995867 0.99963206 0.99923759],[0.990349   0.99508303 0.94837333],[0.99799788 0.99703327 0.99299729],[0.99907658 0.99821031 0.99629168],[0.71362737 0.99519921 0.51244144],[0.99343681 0.99988838 0.98864073],[19.55029758 20.80013151 12.95748318],[21.68979299 16.08677835  9.70391425],[33.91133421 40.30385684 20.21645889],[-5.50255492 21.60053228 -1.24817933],[40.82657407 31.33191026 28.15858566],[17.07767211 20.02055265  9.5660604 ],[23.96588324 22.25898774 18.48824667],[27.24220242 24.34413457 21.27572779],[ 0.15325064 20.12616604 -4.61826288],[18.77416173 36.50390433 16.33940618]
65,[28.07650879 57.40130585 16.66947689],[35.5629125  21.79710035 22.48546151],[38.55436665  1.40639169  2.85595522],[355.67792077  57.09746607 170.69113101],[13.03686746  4.06154824  8.40548605],[57.95780658 34.73781598 58.74867782],[7.90431613 1.358134   9.1218709 ],[14.15798754 10.80475672  7.31877205],[202.42412055  65.27713888 177.33765422],[25.84423253  6.73470494 19.23500418],[0.99320215 0.96720928 0.958469  ],[0.98905536 0.99530945 0.92324545],[0.98745675 0.99998049 0.9987992 ],[0.55989779 0.9692002  0.30840426],[0.99855927 0.9998386  0.9897185 ],[0.97219148 0.98811634 0.69219959],[0.9994625  0.99998181 0.98764757],[0.99827271 0.9988601  0.99206319],[0.7667855  0.96038885 0.30097847],[0.9943024  0.99955283 0.94910897],[18.67255889 11.87103005 10.85455716],[16.61947455 20.28149103  8.25496047],[15.91794951 44.08733964 26.17796872],[-3.38171716 11.9171288  -9.35122254],[25.33595597 34.87563319 16.80173995],[12.37718215 16.2334153  -0.08696535],[29.68213495 44.39061306 16.09131816],[24.61939045 26.37716565 18.00423217],[ 1.51417575 10.75424328 -9.6830226 ],[19.39214817 30.48309404  9.61115089]
