seed,boom_length,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
8,390,[21.73782946 44.17715239 14.18540232],[10.30273378  3.14093669  0.89632615],[0.285676   0.13848256 2.16190366],[ 20.90927155 387.91250684  71.9802198 ],[229.01049515 111.31361831   8.94501345],[0.32528218 0.4128294  0.49165907],[0.4096031  0.59825538 0.50053308],[ 7.83213266 13.88681898  4.33754983],[0.32528218 0.4128294  0.49165907],[0.51730259 1.99876586 2.70650489],[0.99597128 0.98068934 0.97302367],[0.99909733 0.99990318 0.99988336],[0.99999931 0.99999981 0.99931261],[0.99647014 0.51977797 0.66917678],[0.75742976 0.89388945 0.98839949],[0.99999909 0.99999841 0.99996509],[0.99999859 0.99999647 0.99996353],[0.99948699 0.99812474 0.99732185],[0.99999909 0.99999841 0.99996509],[0.99999781 0.99996188 0.99892255],[20.89509743 14.14551113 12.25616344],[27.38037142 37.10828186 36.24367524],[58.52194588 64.22156382 28.59626985],[21.23264291 -4.72521014 -1.85126678],[ 0.44231326  6.1184995  16.26137663],[57.39421547 54.7340531  41.45971543],[55.39215636 51.51173327 41.30434081],[29.76182028 24.19741002 22.54810705],[57.39421547 54.7340531  41.45971543],[53.3645279  41.03422706 26.64482027]
8,380,[23.70433569 44.20457008 14.04798568],[10.30536125  3.19439841  0.91445961],[0.31138043 0.15251021 2.12775836],[ 21.74971455 398.11917954  74.6725511 ],[234.0045572  109.83587442   8.57594479],[0.34741265 0.43871638 0.51837393],[0.42777888 0.63941461 0.37721893],[ 7.83335925 13.90000354  4.32104103],[0.34741265 0.43871638 0.51837393],[0.53365431 2.10673962 2.83911232],[0.99521324 0.98066661 0.97352846],[0.99909689 0.99989988 0.99987866],[0.99999918 0.99999977 0.99933417],[0.99615565 0.50991733 0.65443221],[0.7523935  0.89633562 0.98931928],[0.99999896 0.9999982  0.99996118],[0.99999846 0.99999597 0.99997956],[0.99948686 0.99812121 0.99734265],[0.99999896 0.9999982  0.99996118],[0.99999768 0.99995762 0.99881437],[20.14286519 14.14012208 12.34071547],[27.37815657 36.96168388 36.06970598],[57.77359481 63.38348724 28.73455046],[20.89034974 -4.95079651 -2.17022319],[ 0.25493467  6.23458126 16.62735705],[56.82250853 54.20578851 41.00013349],[55.01503419 50.9338144  43.76112711],[29.76046009 24.18916728 22.58122878],[56.82250853 54.20578851 41.00013349],[53.09422058 40.57724824 26.22934511]
8,370,[25.37940448 50.18227518 12.83203246],[10.30369745  3.17981823  0.91842845],[0.34072308 0.16837084 2.10357317],[ 22.98452087 407.99238001  77.53866374],[238.85685266 108.31551231   8.20079127],[0.37156078 0.46681808 0.54698879],[0.44706406 0.67972456 0.44912301],[ 7.8346056  13.91295721  4.30211941],[0.37156078 0.46681808 0.54698879],[0.55045809 2.22263922 2.98034097],[0.99451138 0.97537687 0.97621178],[0.99909721 0.99990086 0.99987774],[0.99999902 0.99999972 0.99934924],[0.9956703  0.50062241 0.63897987],[0.7476941  0.89883509 0.99021748],[0.99999881 0.99999796 0.99995676],[0.99999832 0.99999563 0.99997107],[0.99948673 0.99811774 0.99736641],[0.99999881 0.99999796 0.99995676],[0.99999753 0.9999528  0.9986935 ],[19.54979243 13.03845855 13.12708759],[27.37955901 37.0014196  36.03209001],[56.99139003 62.52412782 28.83384414],[20.41071187 -5.16357554 -2.49736966],[ 0.07666686  6.35565234 17.01588142],[56.23882371 53.66651216 40.53342812],[54.63202585 50.40280632 42.24569039],[29.7590782  24.18107651 22.61934738],[56.23882371 53.66651216 40.53342812],[52.82493587 40.11208604 25.80767751]
8,360,[25.3573541  50.32633538 12.7708775 ],[10.30184984  3.22519652  0.91387676],[0.37458293 0.18634735 2.08795925],[ 24.64118935 417.19311851  80.54059264],[243.39055566 106.75133103   7.81948547],[0.39795756 0.4973761  0.57766621],[0.46754899 0.64477816 0.72188106],[ 7.8358744  13.92566686  4.28034734],[0.39795756 0.4973761  0.57766621],[0.56769963 2.34720028 3.13088262],[0.99452354 0.97523019 0.9763623 ],[0.99909756 0.99989805 0.99987917],[0.99999882 0.99999966 0.99935889],[0.99497715 0.49214694 0.62308112],[0.74350422 0.90138779 0.99109205],[0.99999864 0.99999768 0.99995176],[0.99999816 0.99999593 0.99992371],[0.99948659 0.99811433 0.99739366],[0.99999864 0.99999768 0.99995176],[0.99999738 0.99994733 0.99855823],[19.55734226 13.01355935 13.1685818 ],[27.38111666 36.87834184 36.07524387],[56.16846125 61.64300104 28.89855621],[19.80618765 -5.35727722 -2.82729983],[-0.08665347  6.48199953 17.42943305],[55.64268573 53.11576718 40.05945728],[54.2428785  50.86125914 38.12368369],[29.75767165 24.17314547 22.66341633],[55.64268573 53.11576718 40.05945728],[52.55704872 39.63846254 25.37966087]
8,350,[25.4983422  44.1413787  14.22585488],[10.29488478  3.18546226  0.90720339],[0.4141984  0.20677297 2.07981378],[ 26.7200516  425.30016549  83.62049096],[247.37579759 105.1421168    7.43196773],[0.42686584 0.53066423 0.61058419],[0.48933495 0.74571456 0.81994216],[ 7.83717976 13.93811936  4.25519027],[0.42686584 0.53066423 0.61058419],[0.58535859 2.48124086 3.29149408],[0.99444781 0.9807185  0.97286892],[0.99909883 0.99990063 0.99988108],[0.99999856 0.99999958 0.99936392],[0.99404064 0.48478598 0.60707493],[0.74002799 0.90399348 0.99194086],[0.99999843 0.99999736 0.9999461 ],[0.99999799 0.99999477 0.99990176],[0.99948646 0.99811099 0.99742501],[0.99999843 0.99999736 0.9999461 ],[0.99999721 0.99994111 0.99840662],[19.50918207 14.15254763 12.23142911],[27.38699117 36.98601622 36.13890327],[55.29525259 60.73959013 28.93250756],[19.10267512 -5.52444553 -3.15325768],[-0.22772318  6.61393117 17.87092028],[55.03359284 52.55306915 39.57808544],[53.84729626 49.59801299 37.01733218],[29.75622481 24.16538191 22.71461691],[55.03359284 52.55306915 39.57808544],[52.29098106 39.15608701 24.94513501]
8,340,[25.35677716 50.3269269  12.77268158],[16.33338017  3.16107965  0.90921402],[0.46139199 0.23004152 2.07823665],[ 29.19148783 431.81892891  86.6987177 ],[250.52836264 103.48664584   7.03818814],[0.45858548 0.56699349 0.64593753],[0.51253221 0.79494286 0.82128907],[ 7.83859135 13.95030175  4.22599147],[0.45858548 0.56699349 0.64593753],[0.60340747 2.62567224 3.46300413],[0.99452385 0.97522822 0.97635517],[0.99772067 0.99990223 0.9998807 ],[0.99999822 0.99999948 0.99936492],[0.99283222 0.47887127 0.5913679 ],[0.73749894 0.90665171 0.99276169],[0.99999819 0.99999698 0.99993965],[0.99999779 0.9999938  0.99990177],[0.99948631 0.99810772 0.99746119],[0.99999819 0.99999698 0.99993965],[0.99999705 0.99993401 0.99823641],[19.55753989 13.01345726 13.16735487],[23.37789956 37.05275672 36.11967415],[54.35802005 59.81334084 28.93909658],[18.33429636 -5.65656802 -3.4672569 ],[-0.33771703  6.75177928 18.34377915],[54.411015   51.97790399 39.08918621],[53.44499773 49.04274723 37.00307568],[29.75466049 24.15779347 22.77442427],[54.411015   51.97790399 39.08918621],[52.02720736 38.66465525 24.50393639]
8,330,[25.49783294 44.13828631 14.22679535],[16.42029481  3.1642968   0.90412187],[0.5189924  0.25661998 2.08246736],[ 31.99639707 436.20853787  89.67486672],[252.51804615 101.78368761   6.63810908],[0.49345942 0.60671815 0.68393928],[0.53726434 0.83281605 0.97525835],[ 7.84068648 13.96220131  4.19193947],[0.49345942 0.60671815 0.68393928],[0.62181046 2.7815113  3.64632109],[0.99444809 0.98072076 0.97286473],[0.99769633 0.99990209 0.99988227],[0.99999776 0.99999935 0.99936238],[0.99133786 0.47476036 0.57641199],[0.7361752  0.90936182 0.99355219],[0.99999791 0.99999654 0.99993233],[0.99999757 0.99999341 0.99986112],[0.99948607 0.99810453 0.9975031 ],[0.99999791 0.99999654 0.99993233],[0.99999687 0.99992589 0.99804502],[19.50935554 14.15315615 12.2308549 ],[23.33180197 37.04392125 36.16845713],[53.336201  58.863656  28.9214325],[17.53739942 -5.74441773 -3.76041821],[-0.40642743  6.89590188 18.85210889],[53.77439203 51.38972576 38.59264567],[53.03566065 48.63848378 35.51060306],[29.75233921 24.15038759 22.84469653],[53.77439203 51.38972576 38.59264567],[51.76626056 38.16384891 24.05589839]
8,320,[25.35607648 50.33038711 12.77439468],[16.41894187  3.14848141  0.9223951 ],[0.59169012 0.28706403 2.09183411],[ 35.04936116 437.93111667  92.43323259],[252.99147632 100.03200834   6.23170865],[0.53188099 0.65024282 0.72482223],[0.56367074 0.7626125  1.09329019],[ 7.85554758 13.97380576  4.15202552],[0.53188099 0.65024282 0.72482223],[0.64052211 2.94989486 3.84244137],[0.99452422 0.97522314 0.97634807],[0.99769671 0.99990317 0.99987757],[0.9999971  0.99999919 0.99935669],[0.98956586 0.47281844 0.56266983],[0.73633142 0.9121229  0.99430996],[0.99999757 0.99999603 0.99992397],[0.99999733 0.99999448 0.99982529],[0.99948409 0.99810142 0.99755182],[0.99999757 0.99999603 0.99992397],[0.99999668 0.99991659 0.99782944],[19.55777991 13.01286009 13.16618999],[23.33251767 37.08744283 35.99465682],[52.19753458 57.88988996 28.88245176],[16.74581884 -5.77865059 -4.02356624],[-0.42269682  7.04668574 19.40085378],[53.12313155 50.78795416 38.08836644],[52.61891119 49.40338709 34.51828757],[29.7358917  24.14317146 22.92779631],[53.12313155 50.78795416 38.08836644],[51.50873846 37.65333476 23.60085161]
8,310,[25.35575021 50.33013946 25.16983818],[16.33414339  3.15709719  0.91516564],[0.68794675 0.32203727 2.10570955],[ 38.24458129 436.52136259  94.85350324],[251.61213573  98.23037509   5.8189852 ],[0.5743025  0.69803095 0.76884039],[0.59190689 0.74773857 1.02825399],[ 7.8432329  13.98510345  4.10498769],[0.5743025  0.69803095 0.76884039],[0.65948594 3.1320961  4.05245881],[0.9945244  0.97522255 0.90152207],[0.99772054 0.99990274 0.9998797 ],[0.99999611 0.99999898 0.99934819],[0.98755291 0.47339274 0.55057095],[0.73824668 0.91493376 0.99503248],[0.99999716 0.99999542 0.99991443],[0.99999705 0.9999947  0.99984596],[0.99948581 0.99809839 0.99760867],[0.99999716 0.99999542 0.99991443],[0.99999649 0.99990591 0.99758621],[19.55789168 13.01290282  7.27538812],[23.3774937  37.06370648 36.06300246],[50.88832445 56.89134288 28.82502725],[15.98802276 -5.75064454 -4.24807092],[-0.37521071  7.20454945 19.99605154],[52.45660688 50.17197195 37.57627282],[52.19435303 49.57446978 35.05098855],[29.74951875 24.13615183 23.0267594 ],[52.45660688 50.17197195 37.57627282],[51.25531014 37.13276393 23.13862439]
9,600,[25.46161094 44.11400224 14.11760704],[1.74799412 3.2076685  6.65321653],[0.23508063 0.4699867  0.20479988],[ 43.45470738 429.95466403  81.31711349],[180.35210883 429.30898266 175.03037561],[0.17797827 0.0513418  0.39518342],[0.19518978 0.15205737 0.30423096],[ 5.73814109 12.67847389  3.20614881],[0.17797827 0.0513418  0.39518342],[0.43132485 0.26081535 2.65302546],[0.99446543 0.98074456 0.97309913],[0.99997402 0.99989858 0.99371913],[0.99999977 0.99999887 0.99999741],[0.99347645 0.63051264 0.55334584],[0.84192538 0.56324777 0.23220443],[0.99999989 0.99999998 0.9999856 ],[0.99999986 0.99999984 0.99998882],[0.99972239 0.99845266 0.99862771],[0.99999989 0.99999998 0.9999856 ],[0.99999895 0.99999958 0.99951971],[19.52170342 14.15793628 12.2977748 ],[42.78862163 36.92567592 18.83236343],[60.21508407 53.60775416 49.06640251],[14.87868438 -5.61898779 -2.9106425 ],[ 2.51699648 -5.60593401 -9.56927191],[62.63208145 72.84004393 43.35702224],[61.83027964 63.40931614 45.62892845],[32.46399652 24.98812589 25.17332306],[62.63208145 72.84004393 43.35702224],[54.94333145 58.72280265 26.81816822]
9,590,[25.4613893  44.11359921 14.11863172],[1.74944721 3.20778158 6.67252454],[0.24350171 0.62615173 0.2157322 ],[ 43.28828628 428.82172763  82.32952499],[168.4934963  433.31856285 175.35279624],[0.18685816 0.05324847 0.41247944],[0.20303741 0.15868312 0.29159575],[ 5.76239296 12.69452577  3.21704722],[0.18685816 0.05324847 0.41247944],[0.44246824 0.27271536 2.76554738],[0.99446556 0.98074491 0.97309521],[0.99997399 0.99989858 0.99369602],[0.99999976 0.99999799 0.99999712],[0.99354939 0.63203273 0.54738543],[0.85530311 0.56381356 0.2312289 ],[0.99999988 0.99999997 0.99998435],[0.99999985 0.99999983 0.99998879],[0.99971996 0.99844865 0.99862722],[0.99999988 0.99999997 0.99998435],[0.99999888 0.99999954 0.99948076],[19.52177903 14.15801564 12.29714438],[42.78140413 36.92536972 18.80719299],[59.90938066 51.11587386 48.61469731],[14.91201311 -5.59607014 -3.01811561],[ 3.10775813 -5.68668038 -9.58525733],[62.2091795  72.52332254 42.98495055],[61.48789988 63.03885079 45.99737292],[32.42736354 24.97713587 25.14384786],[62.2091795  72.52332254 42.98495055],[54.72177886 58.3352734  26.45737451]
9,580,[25.46115981 44.11317824 14.11995057],[1.76804721 3.20790555 6.68310458],[0.25227608 0.9034017  0.22739437],[ 43.10576723 427.24554082  83.3900294 ],[155.7461793  437.21691862 175.6760341 ],[0.19633696 0.05525488 0.43080217],[0.21850782 0.16577047 0.2848048 ],[ 5.78963964 12.71017165  3.22969028],[0.19633696 0.05525488 0.43080217],[0.45387892 0.28547478 2.88453796],[0.9944657  0.98074528 0.97309077],[0.99997345 0.99989858 0.99369114],[0.99999974 0.99999582 0.9999968 ],[0.99362713 0.63393086 0.54144666],[0.86997253 0.56451832 0.2302505 ],[0.99999986 0.99999997 0.99998297],[0.99999982 0.99999982 0.99998899],[0.99971722 0.99844474 0.99862635],[0.99999986 0.99999997 0.99998297],[0.99999881 0.99999951 0.99943805],[19.52185732 14.15809853 12.29633306],[42.68954381 36.92503404 18.79343144],[59.60189962 47.93184743 48.15740239],[14.94871338 -5.56408527 -3.12928595],[ 3.79107294 -5.76447368 -9.60125379],[61.7793799  72.20205342 42.60743888],[60.85008127 62.6593222  46.20205043],[32.3863903  24.96643718 25.10977907],[61.7793799  72.20205342 42.60743888],[54.50062072 57.93811055 26.09147142]
9,570,[25.46092283 44.11273805 14.12161305],[1.76964598 3.20804313 6.68841137],[0.26142078 1.52553468 0.23984493],[ 42.90578405 425.18581655  84.49369975],[142.0472203  440.99698391 175.99996231],[0.20646577 0.05736812 0.45022906],[0.22711393 0.17336234 0.27592672],[ 5.81994052 12.72541519  3.24430687],[0.20646577 0.05736812 0.45022906],[0.46555828 0.29917399 3.01046625],[0.99446585 0.98074567 0.97308574],[0.99997342 0.99989859 0.99369799],[0.99999972 0.9999881  0.99999643],[0.99370984 0.63624437 0.53556445],[0.88593426 0.56535268 0.22926955],[0.99999985 0.99999997 0.99998145],[0.99999981 0.9999998  0.99998933],[0.99971416 0.99844092 0.99862506],[0.99999985 0.99999997 0.99998145],[0.99999873 0.99999947 0.99939115],[19.52193816 14.1581852  12.29531045],[42.68169309 36.92466153 18.78653706],[59.2926189  43.38102381 47.69438587],[14.98910412 -5.52210988 -3.24348996],[ 4.59076618 -5.83924688 -9.61725491],[61.34245984 71.87605345 42.2243261 ],[60.51454553 62.27037014 46.47712152],[32.34105006 24.95602629 25.07055805],[61.34245984 71.87605345 42.2243261 ],[54.27993994 57.53098888 25.72032132]
9,560,[25.46067899 44.11227741 14.12367671],[ 1.82493344 13.97921484  6.703589  ],[0.27095382 4.1491119  0.25314786],[ 42.68706096 422.60300586  85.63430245],[127.33465523 444.65218569 176.32444596],[0.21730102 0.05959599 0.47084464],[0.23633773 0.18150638 0.26822172],[ 5.85300182 12.74026033  3.26115526],[0.21730102 0.05959599 0.47084464],[0.47750805 0.31390211 3.14384228],[0.994466   0.98074608 0.97308004],[0.99997172 0.99810836 0.99368777],[0.9999997  0.99991209 0.99999601],[0.99379762 0.63901161 0.52977724],[0.9030993  0.56630636 0.2282864 ],[0.99999983 0.99999997 0.99997976],[0.99999979 0.99999979 0.99998948],[0.99971081 0.99843721 0.99862328],[0.99999983 0.99999997 0.99997976],[0.99999864 0.99999942 0.99933959],[19.52202134 14.1582759  12.29404122],[42.41448039 24.13980991 18.766849  ],[58.98151554 34.69036255 47.22551126],[15.03349589 -5.46918613 -3.3599587 ],[ 5.54048864 -5.91094313 -9.63325397],[60.89818577 71.5451249  41.83544394],[60.16875962 61.87162745 46.72311769],[32.29184779 24.94589945 25.02556708],[60.89818577 71.5451249  41.83544394],[54.05980695 57.11358094 25.34378157]
9,550,[25.46042926 44.11179546 14.12620856],[ 1.8490743  13.97898314  6.72510521],[0.2808942  7.230989   0.26737326],[ 42.44846774 419.45933446  86.80427308],[111.54978427 448.17651162 176.64934187],[0.22890507 0.06194704 0.49274134],[0.24619751 0.19025557 0.26482824],[ 5.88778776 12.7547114   3.28052656],[0.22890507 0.06194704 0.49274134],[0.48973077 0.32975803 3.28522115],[0.99446615 0.98074651 0.97307355],[0.99997098 0.99810837 0.99366931],[0.99999967 0.99973358 0.99999554],[0.99389048 0.64227136 0.52412674],[0.92123497 0.56736828 0.22730142],[0.99999981 0.99999996 0.9999779 ],[0.99999978 0.99999977 0.99998968],[0.99970726 0.9984336  0.99862093],[0.99999981 0.99999996 0.9999779 ],[0.99999855 0.99999937 0.99928283],[19.52210654 14.1583708  12.29248431],[42.30033373 24.13995388 18.73901492],[58.66856554 29.86551148 46.7506373 ],[15.08218061 -5.40433177 -3.47782551],[ 6.69004628 -5.97951634 -9.64924389],[60.44631273 71.20905381 41.44061654],[59.81374778 61.46271784 46.83371065],[32.24037804 24.93605278 24.97412543],[60.44631273 71.20905381 41.44061654],[53.84027316 56.68555779 24.96170439]
9,540,[25.46017505 44.11129186 14.12928664],[ 1.85041878 13.97873629  6.97403152],[0.29126202 2.06559019 0.28259791],[ 42.18908067 415.71997214  87.9947396 ],[ 94.64016813 451.56457252 176.97449828],[0.24134698 0.0644307  0.51602035],[0.25693431 0.19966892 0.25008725],[ 5.92175211 12.76877303  3.30274869],[0.24134698 0.0644307  0.51602035],[0.50223034 0.34685167 3.4352077 ],[0.99446631 0.98074696 0.97306616],[0.99997096 0.99810839 0.99325646],[0.99999965 0.99997826 0.999995  ],[0.99398836 0.64606209 0.5186575 ],[0.93989077 0.56852663 0.22631499],[0.99999979 0.99999996 0.99997583],[0.99999976 0.99999975 0.99999092],[0.99970377 0.99843009 0.99861793],[0.99999979 0.99999996 0.99997583],[0.99999846 0.99999932 0.99922025],[19.52219327 14.15846996 12.29059187],[42.29402041 24.14010726 18.42331847],[58.3537438  40.74858225 46.26961767],[15.13541973 -5.32655229 -3.59613762],[ 8.11791091 -6.04493174 -9.66521721],[59.98658359 70.86760807 41.03966003],[59.4429791  61.04325618 47.33116552],[32.19041651 24.92648216 24.915486  ],[59.98658359 70.86760807 41.03966003],[53.62136209 56.24658981 24.57393657]
9,530,[25.45991824 44.11076692 14.13300178],[ 1.87128508 13.97847321  6.98547635],[0.30207852 1.25291843 0.29890611],[ 41.90824705 411.35429968  89.19560029],[ 76.56340872 454.81165851 177.29975456],[0.25470334 0.06705737 0.54079259],[0.26832831 0.2098121  0.49891037],[ 5.94930724 12.78245027  3.32819067],[0.25470334 0.06705737 0.54079259],[0.51501296 0.36530524 3.5944617 ],[0.99446647 0.98074744 0.97305772],[0.99997032 0.9981084  0.99325826],[0.99999962 0.99999201 0.99999439],[0.99409109 0.65042107 0.51341635],[0.95830598 0.56976904 0.22532753],[0.99999977 0.99999996 0.99997353],[0.99999974 0.99999973 0.99998137],[0.99970094 0.99842667 0.99861416],[0.99999977 0.99999996 0.99997353],[0.99999835 0.99999926 0.99915116],[19.52228088 14.15857333 12.28830831],[42.19662187 24.14027073 18.40907605],[58.0370241  45.09100955 45.78230072],[15.19343106 -5.23485532 -3.71387207],[ 9.95899576 -6.10716627 -9.6811661 ],[59.51872824 70.52053538 40.63238201],[59.06609104 60.61285494 41.33254603],[32.15009302 24.91718326 24.8488326 ],[59.51872824 70.52053538 40.63238201],[53.40305785 55.79634739 24.18031937]
9,520,[25.45966114 44.11022164 14.13745952],[ 1.85006677 13.97819267  7.00726919],[0.31336617 0.92425096 0.31639045],[ 41.60565024 406.33722227  90.39566128],[ 57.291746   457.9137874  177.62494097],[0.26905924 0.06983855 0.56717983],[0.27927261 0.22075843 0.27420979],[ 5.95874149 12.79574859  3.35726724],[0.26905924 0.06983855 0.56717983],[0.52808831 0.38525492 3.76370363],[0.99446664 0.98074793 0.97304808],[0.99997102 0.99810842 0.99324367],[0.99999959 0.99999566 0.9999937 ],[0.99419838 0.65538335 0.50845168],[0.97531267 0.57108271 0.22433948],[0.99999974 0.99999996 0.99997096],[0.99999972 0.99999971 0.99998931],[0.99969999 0.99842336 0.99860951],[0.99999974 0.99999996 0.99997096],[0.99999824 0.99999919 0.99907479],[19.52236859 14.1586807  12.28556909],[42.29567292 24.14044505 18.38202056],[57.71837892 47.73366731 45.28852924],[15.25637469 -5.12826665 -3.82995514],[12.47757982 -6.1662089  -9.69708235],[59.04246275 70.16756079 40.21858108],[58.71885398 60.17111961 46.53133738],[32.13633008 24.90815153 24.77327834],[59.04246275 70.16756079 40.21858108],[53.18528994 55.3345016  23.78068823]
9,510,[49.17769298 44.10965746 14.14278236],[ 1.8515904  13.97789326  7.0318142 ],[0.32514874 0.74784919 0.33515278],[ 41.28137122 400.65046249  91.58283468],[ 36.81745668 460.86774452 177.94987836],[0.28450941 0.07278704 0.59531595],[0.29250422 0.23258969 0.26064211],[ 5.9259728  12.80867396  3.39044388],[0.28450941 0.07278704 0.59531595],[0.54147122 0.40685254 3.94372115],[0.97896055 0.98074845 0.97303705],[0.99997099 0.99810844 0.99322766],[0.99999956 0.99999716 0.99999291],[0.99430982 0.66098062 0.50381261],[0.98927039 0.57245457 0.22335131],[0.99999971 0.99999995 0.99996811],[0.99999969 0.99999968 0.9999907 ],[0.99970347 0.99842014 0.99860384],[0.99999971 0.99999995 0.99996811],[0.99999811 0.99999911 0.99899024],[13.80405795 14.1587918  12.28229942],[42.28852257 24.14063111 18.35164885],[57.39777941 49.57318489 44.78814014],[15.32433868 -5.00584747 -3.94328505],[16.31834528 -6.22206077 -9.71295732],[58.55748839 69.808384   39.79804629],[58.31677838 59.71765616 46.97210508],[32.1842279  24.89938208 24.68786538],[58.55748839 69.808384   39.79804629],[52.96791342 54.86072488 23.3748726 ]
9,500,[49.1852581  44.1090761  14.14911243],[ 1.85315805 13.97757331  7.06095507],[0.33745144 0.63885063 0.35530525],[ 40.93594214 394.2837542   92.744394  ],[ 15.15956847 463.67111294 178.27437798],[0.30115947 0.07591707 0.62534834],[0.30946297 0.24539737 0.37463837],[ 5.80193836 12.8212329   3.4282423 ],[0.30115947 0.07591707 0.62534834],[0.55518393 0.43026766 4.13537638],[0.97895402 0.98074899 0.97302441],[0.99997097 0.99810847 0.99320564],[0.99999952 0.99999793 0.99999201],[0.99442489 0.66723989 0.49954801],[0.99810001 0.57387144 0.22236352],[0.99999968 0.99999995 0.99996492],[0.99999965 0.99999965 0.99998372],[0.99971645 0.99841703 0.99859699],[0.99999968 0.99999995 0.99996492],[0.99999798 0.99999902 0.99889648],[13.80272188 14.15890628 12.27841263],[42.28117174 24.14082993 18.31572762],[57.07519524 50.94147889 44.28096412],[15.39732517 -4.86671216 -4.05275677],[24.02568419 -6.2747353  -9.72878201],[58.06349061 69.44267632 39.3705565 ],[57.82724715 59.25206728 43.82075147],[32.36795877 24.89086971 24.5915664 ],[58.06349061 69.44267632 39.3705565 ],[52.75068318 54.37469146 22.96269573]
9,490,[49.19263711 44.10847923 14.15661487],[ 1.85476857 13.97723077  7.09225474],[0.35030096 0.56564662 0.37697154],[ 40.57038731 387.23585147  93.8672781 ],[  7.64528924 466.32229367 178.59824122],[0.31912744 0.07924455 0.65743957],[0.32472613 0.25928507 0.79472132],[ 5.4852918  12.83343266  3.47124615],[0.31912744 0.07924455 0.65743957],[0.56925915 0.45568988 4.33961405],[0.97894765 0.98074954 0.97300992],[0.99997094 0.99810849 0.99318373],[0.99999949 0.99999838 0.99999098],[0.99454292 0.6741822  0.49570543],[0.99950419 0.57532023 0.22137661],[0.99999964 0.99999994 0.99996135],[0.99999962 0.99999962 0.99995891],[0.99974859 0.998414   0.99858878],[0.99999964 0.99999994 0.99996135],[0.99999783 0.99999892 0.99879237],[13.80141888 14.15902381 12.27380824],[42.2736264  24.14104279 18.27731007],[56.75059452 51.99856158 43.76682531],[15.4752379  -4.71004568 -4.15728791],[29.97154256 -6.32425807 -9.74454697],[57.56013796 69.07007715 38.93587982],[57.40907631 58.77391545 37.28869929],[32.85542626 24.88260878 24.48328836],[57.56013796 69.07007715 38.93587982],[52.53322062 53.87607782 22.54397445]
9,480,[49.19980131 44.10786836 14.16548191],[ 1.85644344 13.97686311  7.12574811],[0.3637256  0.51377951 0.4002882 ],[ 40.18624687 379.51526786  94.9384303 ],[ 31.48429195 468.82051521 178.92125945],[0.33854547 0.08278731 0.69176914],[0.34123954 0.27436765 0.73904263],[ 4.80522086 12.84528128  3.52010722],[0.33854547 0.08278731 0.69176914],[0.5837441  0.48333153 4.55747065],[0.97894147 0.98075012 0.9729933 ],[0.99997091 0.99810853 0.99316324],[0.99999944 0.99999866 0.9999898 ],[0.99466316 0.68182119 0.4923301 ],[0.99142876 0.57678807 0.22039113],[0.9999996  0.99999994 0.99995735],[0.99999958 0.99999958 0.9999622 ],[0.99981113 0.99841108 0.99857898],[0.9999996  0.99999994 0.99995735],[0.99999767 0.99999881 0.99867658],[13.80015399 14.15914411 12.26836951],[42.26578651 24.14127127 18.23638726],[56.42394361 52.83392981 43.24554093],[15.55787201 -4.53511954 -4.25584435],[17.67754235 -6.37066666 -9.76024235],[57.04708081 68.69019007 38.49377288],[56.97823401 58.28280729 37.91960674],[34.0051539  24.87459313 24.36187874],[57.04708081 68.69019007 38.49377288],[52.31497092 53.36456292 22.11851898]
9,470,[25.16311738 44.10724427 14.17593747],[ 1.88730608 13.97646699  7.68336209],[0.37775542 0.47570409 0.42540617],[ 39.78557954 371.1406712   95.94515431],[ 56.24782654 471.16583251 179.24321385],[0.3595618  0.0865654  0.72853568],[0.35912371 0.29077471 0.39094282],[ 4.25828339 12.85678783  3.57555191],[0.3595618  0.0865654  0.72853568],[0.59870602 0.51343073 4.79008471],[0.99460572 0.98075072 0.97297422],[0.99996994 0.99810856 0.99204505],[0.9999994  0.99999885 0.99998844],[0.99478476 0.69016182 0.48946379],[0.97269236 0.57826248 0.21940768],[0.99999954 0.99999993 0.99995286],[0.99999954 0.99999953 0.99997774],[0.99985826 0.99840825 0.99856735],[0.99999954 0.99999993 0.99995286],[0.9999975  0.99999868 0.99854759],[19.6241321  14.159267   12.26196081],[42.12257421 24.14151744 17.58197058],[56.09520699 53.50272775 42.71692086],[15.6449072  -4.34130548 -4.34746433],[12.63730606 -6.41401028 -9.77585786],[56.52395011 68.30257836 38.04398011],[56.53453947 57.77833301 43.45073171],[35.05472976 24.86681596 24.22613483],[56.52395011 68.30257836 38.04398011],[52.09514851 52.83982836 21.68613272]
