seed,boom_length,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
9,460,[25.1639232  44.10660607 14.18824228],[ 1.96017899 15.24724947  7.72138374],[0.39242231 0.44710154 0.45249259],[ 39.37094191 362.14087886  96.87546628],[ 81.7604165  473.35911529 179.56387533],[0.3823431  0.09060148 0.76795925],[0.37797191 0.308652   1.02074427],[ 4.28027465 12.8679626   3.63838813],[0.3823431  0.09060148 0.76795925],[0.61423934 0.54625492 5.03870841],[0.99460544 0.98075134 0.97295231],[0.99996755 0.99777629 0.99202084],[0.99999935 0.99999899 0.99998688],[0.99490678 0.69919913 0.48714389],[0.94353045 0.57973157 0.21842684],[0.99999949 0.99999993 0.99994781],[0.99999949 0.99999949 0.99991249],[0.99986098 0.99840551 0.99855358],[0.99999949 0.99999993 0.99994781],[0.99999731 0.99999852 0.99840366],[19.62385395 14.15939268 12.25442467],[41.79350635 23.38563538 17.53909385],[55.76434709 54.04134224 42.18076715],[15.73590487 -4.12808552 -4.43127953],[ 9.38855907 -6.45434939 -9.79138281],[55.99035588 67.90676001 37.58623302],[56.09023052 57.26008351 35.1146576 ],[35.00998823 24.8592697  24.07481607],[55.99035588 67.90676001 37.58623302],[51.87266841 52.30155828 21.24661206]
9,450,[25.16482533 44.10594951 14.20269943],[ 1.96143679 15.2553148   7.77999029],[0.40776021 0.42532511 0.48173272],[ 38.94534356 352.55442558  97.71842053],[107.80772705 475.40202624 179.88300438],[0.40707719 0.09492119 0.81028419],[0.39927088 0.32816376 0.99281308],[ 4.52003518 12.87881742  3.70951246],[0.40707719 0.09492119 0.81028419],[0.63047519 0.58210498 5.30472065],[0.99460512 0.98075199 0.97292715],[0.99996754 0.99777377 0.99195862],[0.9999993  0.99999908 0.99998508],[0.99502827 0.70891724 0.48540252],[0.90573153 0.58118415 0.21744926],[0.99999942 0.99999992 0.99994211],[0.99999943 0.99999943 0.99991531],[0.99984045 0.99840287 0.99853733],[0.99999942 0.99999992 0.99994211],[0.9999971  0.99999835 0.99824279],[19.62354257 14.15952198 12.24557866],[41.78793462 23.38104202 17.47341549],[55.43132407 54.47504496 41.6368736 ],[15.83031018 -3.89505791 -4.50653219],[ 6.98642318 -6.49175507 -9.80680606],[55.44588568 67.5022021  37.12024926],[55.61406819 56.72765317 35.3556468 ],[34.53658467 24.85194578 23.9066599 ],[55.44588568 67.5022021  37.12024926],[51.646061   51.74943916 20.79974621]
9,440,[25.16583552 44.10526527 14.21966127],[ 1.94021766 16.30176681  7.81570695],[0.42380519 0.40866572 0.51333228],[ 38.51217919 342.42870925  98.46438805],[134.13831812 477.29698949 180.20035113],[0.43397619 0.09955373 0.85578218],[0.42460673 0.34949551 0.45621198],[ 4.70962132 12.88936593  3.78991784],[0.43397619 0.09955373 0.85578218],[0.64759373 0.62131996 5.58964179],[0.99460476 0.98075268 0.97289824],[0.99996827 0.99744646 0.99194887],[0.99999924 0.99999915 0.99998299],[0.99514822 0.71928857 0.4842659 ],[0.86223153 0.58260986 0.21647561],[0.99999934 0.99999991 0.99993567],[0.99999936 0.99999936 0.99997414],[0.9998226  0.99840033 0.99851819],[0.99999934 0.99999991 0.99993567],[0.99999687 0.99999815 0.99806268],[19.6231939  14.15965673 12.23521156],[41.88241191 22.80477197 17.43363124],[55.09609559 54.82210129 41.08502514],[15.9274591  -3.64193788 -4.57258714],[ 5.08836384 -6.5263084  -9.82211607],[54.89010285 67.08831441 36.64573184],[55.07968354 56.18063355 42.10966286],[34.17970119 24.84483443 23.72040069],[54.89010285 67.08831441 36.64573184],[51.41336833 51.18315941 20.34531704]
9,430,[25.16695872 44.10453864 14.23953889],[ 1.89211057 16.30170376  7.88620018],[0.44059567 0.39597356 0.54751997],[ 38.07514096 331.81875373  99.10527029],[160.47259828 479.04715029 180.51565535],[0.46328028 0.10453246 0.9047559 ],[0.43445917 0.37285709 0.48323831],[ 4.84860763 12.89962413  3.88070159],[0.46328028 0.10453246 0.9047559 ],[0.66584011 0.66428254 5.8951503 ],[0.99460435 0.98075342 0.97286505],[0.99996989 0.9974464  0.99187381],[0.99999918 0.99999921 0.99998058],[0.99526567 0.73027346 0.48375387],[0.81636511 0.58399925 0.21550657],[0.99999925 0.99999991 0.99992838],[0.99999925 0.99999929 0.99997225],[0.99980939 0.99839787 0.99849568],[0.99999925 0.99999991 0.99992838],[0.99999662 0.99999792 0.99786069],[19.62280624 14.15979983 12.22307806],[42.10049072 22.80480557 17.35564065],[54.75861652 55.09614179 40.52499731],[16.02659057 -3.36855306 -4.62893842],[ 3.53140328 -6.55809972 -9.83730086],[54.32254466 66.66444243 36.16236809],[54.88044154 55.61861731 41.60976953],[33.92708017 24.83792438 23.51479161],[54.32254466 66.66444243 36.16236809],[51.17202188 50.60240871 19.88309894]
9,420,[25.38951625 44.10375248 14.26281596],[ 1.87077038 16.30166834  7.9437443 ],[0.4581726  0.38644954 0.58455052],[ 37.63811591 320.78565903  99.63463583],[186.51562566 480.65632676 180.82864654],[0.49526203 0.1098956  0.95754324],[0.45359524 0.3984863  0.5831129 ],[ 4.94849033 12.90961081  3.98307412],[0.49526203 0.1098956  0.95754324],[0.68554477 0.71142548 6.22310163],[0.99450416 0.98075423 0.97282691],[0.9999706  0.99744634 0.99183359],[0.99999911 0.99999924 0.99997778],[0.99537968 0.74182019 0.48387974],[0.77114683 0.58534394 0.21454288],[0.99999914 0.9999999  0.9999201 ],[0.99999917 0.9999992  0.99996052],[0.99979986 0.99839551 0.99846924],[0.99999914 0.9999999  0.9999201 ],[0.99999633 0.99999765 0.99763374],[19.54633245 14.15995466 12.20889102],[42.19901126 22.80482444 17.29249146],[54.41883866 55.30760968 39.95655551],[16.12686347 -3.07483339 -4.67521017],[ 2.22511654 -6.58722776 -9.85234805],[53.74272022 66.22985946 35.66982869],[54.50605122 55.04119754 39.97794355],[33.74996645 24.83120251 23.28862882],[53.74272022 66.22985946 35.66982869],[50.91870453 50.00687725 19.41285871]
9,410,[25.38932564 44.10289374 14.29006653],[ 1.81844855 16.30166994  9.38723324],[0.47657969 0.37952377 0.62470806],[ 37.20507439 309.39483256 100.047774  ],[211.97249976 482.12895482 181.13904419],[0.53023164 0.11568722 1.01452207],[0.45050752 0.42665316 0.65830139],[ 5.01901975 12.91934827  4.09836835],[0.53023164 0.11568722 1.01452207],[0.70714876 0.76323898 6.57554952],[0.99450433 0.98075513 0.97278306],[0.99997228 0.99744626 0.98847181],[0.99999903 0.99999927 0.99997453],[0.9954894  0.75386542 0.48465033],[0.72884419 0.58663658 0.2135853 ],[0.99999901 0.99999989 0.99991069],[0.99999897 0.9999991  0.99995417],[0.99979307 0.99839324 0.99843821],[0.99999901 0.99999989 0.99991069],[0.99999601 0.99999733 0.99737831],[19.54639766 14.16012378 12.19231157],[42.4454006  22.80482359 15.84224441],[54.07671031 55.46468586 39.37945436],[16.22737743 -2.76079562 -4.71115202],[ 1.11383054 -6.61379879 -9.86724485],[53.1501082  65.78375801 35.16776657],[54.56538017 54.44796617 38.92450117],[33.62704287 24.82465339 23.04077681],[53.1501082  65.78375801 35.16776657],[50.64920531 49.39625469 18.93435553]
9,400,[25.45753062 44.10196174 14.3219743 ],[ 1.83025324 16.30172043 10.0925619 ],[0.49586363 0.37478149 0.66831004],[ 36.7799562  297.71410857 100.34166654],[236.56458809 483.47002743 181.44655799],[0.56854302 0.12195827 1.07611589],[0.46436739 0.4576648  1.30209413],[ 5.068712   12.92886313  4.22805014],[0.56854302 0.12195827 1.07611589],[0.73123479 0.82027944 6.95477019],[0.99446843 0.98075612 0.97273254],[0.99997192 0.99744617 0.98649517],[0.99999895 0.99999929 0.99997073],[0.99559407 0.76633519 0.48606633],[0.69087612 0.58787096 0.2126346 ],[0.99999887 0.99999988 0.99989995],[0.9999989  0.99999898 0.99975249],[0.99978825 0.99839105 0.99840181],[0.99999887 0.99999988 0.99989995],[0.99999565 0.99999695 0.99709029],[19.52309548 14.16030734 12.17293878],[42.38919729 22.80479668 15.21296815],[53.73217588 55.57390284 38.79343681],[16.32719682 -2.42652282 -4.73662961],[ 0.16042628 -6.63792561 -9.8819781 ],[52.54415434 65.32524029 34.6558157 ],[54.30218671 53.83851529 33.000149  ],[33.54146866 24.81825874 22.770194  ],[52.54415434 65.32524029 34.6558157 ],[50.35828411 48.770229   18.4473409 ]
9,390,[25.45749413 44.10097721 14.35935229],[ 1.84827136 16.29384425 10.17150512],[0.51607436 0.3719161  0.71571178],[ 36.36656046 285.81186473 100.51488416],[260.04456933 484.68502948 181.75088825],[0.61060115 0.12876798 1.14280026],[0.574242   0.49187134 1.54344584],[ 5.10418836 12.93818742  4.37373014],[0.61060115 0.12876798 1.14280026],[0.75856406 0.88317959 7.36328979],[0.99446854 0.98075719 0.97267421],[0.99997136 0.99744864 0.98641492],[0.99999886 0.9999993  0.99996629],[0.99569302 0.77914629 0.48812281],[0.65792447 0.58904198 0.21169161],[0.9999987  0.99999986 0.99988768],[0.99999807 0.99999884 0.99971023],[0.99978478 0.99838895 0.99835911],[0.9999987  0.99999986 0.99988768],[0.99999524 0.99999651 0.99676492],[19.52310793 14.16050124 12.15029957],[42.30410629 22.80899429 15.14529214],[53.38517532 55.64056585 38.19823325],[16.42537642 -2.07213957 -4.75161094],[-0.6615348  -6.65972662 -9.89653426],[51.92426868 64.85330802 34.13358995],[52.4575219  53.21243519 31.52316867],[33.48088712 24.81199674 22.47595691],[51.92426868 64.85330802 34.13358995],[50.03957575 48.12848507 17.95155873]
9,380,[25.4575336  44.09998353 14.40319719],[ 1.83573732 16.29411411 10.95809648],[0.5372654  0.37069846 0.76731167],[ 35.96844491 273.75523566 100.56742018],[282.20843485 485.77986935 182.05172637],[0.65687075 0.13618545 1.21511042],[0.63024011 0.52967255 2.00872468],[ 5.13015162 12.94735985  4.53717734],[0.65687075 0.13618545 1.21511042],[0.79011842 0.9526604  7.80391548],[0.99446862 0.9807583  0.97260655],[0.99997175 0.9974485  0.9848427 ],[0.99999876 0.9999993  0.99996109],[0.99578572 0.79220812 0.49081005],[0.63012722 0.59014564 0.21075716],[0.99999849 0.99999985 0.99987361],[0.9999979  0.99999868 0.99961115],[0.99978223 0.99838694 0.99830901],[0.99999849 0.99999985 0.99987361],[0.99999477 0.99999599 0.99639666],[19.52309446 14.16069695 12.12381845],[42.36321022 22.80885043 14.49829419],[53.03564354 55.66904985 37.59356049],[16.52098774 -1.69778318 -4.7561496 ],[-1.37197883 -6.67932477 -9.91089945],[51.28982255 64.36685144 33.60068171],[51.64930013 52.56931624 29.23458829],[33.43681696 24.80584112 22.15728151],[51.28982255 64.36685144 33.60068171],[49.68557727 47.47070322 17.44674544]
9,370,[25.45784596 44.09898996 14.45496773],[ 1.83443893 16.29448285 11.04140117],[0.55949417 0.37095612 0.82355726],[ 35.58883841 261.60850528 100.50047641],[302.90315055 486.76080863 182.34875551],[0.70788676 0.14429171 1.29365003],[0.66936281 0.57152613 2.77224577],[ 5.14978971 12.95642759  4.7203349 ],[0.70788676 0.14429171 1.29365003],[0.82714627 1.02954515 8.27977086],[0.99446856 0.98075947 0.97252662],[0.99997179 0.99744834 0.98473797],[0.99999865 0.9999993  0.99995497],[0.99587177 0.80542488 0.49411444],[0.60726827 0.59117902 0.20983213],[0.99999825 0.99999983 0.99985744],[0.99999763 0.99999848 0.99947676],[0.9997803  0.998385   0.99825021],[0.99999825 0.99999983 0.99985744],[0.99999422 0.99999537 0.99597908],[19.52298789 14.16089265 12.09265406],[42.36935582 22.80865387 14.4325128 ],[52.68350962 55.66301459 36.97912058],[16.61314471 -1.30357169 -4.75036582],[-1.98665484 -6.69684658 -9.92505949],[50.64014516 63.86463784 33.05666054],[51.12618937 51.90874371 26.436362  ],[33.40363107 24.79976006 21.81354035],[50.64014516 63.86463784 33.05666054],[49.28777461 46.79655754 16.93263023]
9,360,[25.45725183 44.09654822 14.51442419],[ 1.84398511 16.29498127 11.12962248],[0.58282242 0.37255901 0.88495228],[ 35.23056916 249.43173657 100.31621763],[322.02947878 487.63439096 182.64165128],[0.7642669  0.15318219 1.37910154],[0.7900021  0.61795703 2.43044623],[ 5.16522644 12.9654484   4.92533894],[0.7642669  0.15318219 1.37910154],[0.8712097  1.11477589 8.79433612],[0.99446896 0.9807619  0.97243972],[0.99997147 0.99744817 0.98464781],[0.99999853 0.99999929 0.99994777],[0.99595087 0.81869799 0.49801952],[0.58892768 0.59214022 0.2089174 ],[0.99999796 0.99999982 0.9998388 ],[0.99999707 0.99999825 0.9995826 ],[0.99977879 0.99838315 0.99818117],[0.99999796 0.99999982 0.9998388 ],[0.99999357 0.99999463 0.99550465],[19.5231906  14.1613736  12.05700036],[42.32427277 22.80838819 14.36338792],[52.32869592 55.62556397 36.35459954],[16.70102778 -0.88956871 -4.73442639],[-2.51849161 -6.71242104 -9.93899991],[49.97451991 63.34529979 32.50107172],[49.68685601 51.23029993 27.57927622],[33.37763367 24.79371468 21.44427415],[49.97451991 63.34529979 32.50107172],[48.83696697 46.10571413 16.40893538]
9,350,[25.36824484 50.50441401 13.50916585],[ 1.80926357 16.29564859 11.24153372],[0.60731666 0.37540922 0.95206486],[ 34.89600917 237.27967115 100.01751103],[339.54026943 488.40737108 182.93008276],[0.82672684 0.16296979 1.47223823],[0.8442748  0.66956893 1.46648896],[ 5.17787966 12.97449358  5.15454074],[0.82672684 0.16296979 1.47223823],[0.92422921 1.209433   9.35149377],[0.99451988 0.97506203 0.97526108],[0.99997254 0.99744797 0.984508  ],[0.9999984  0.99999928 0.99993926],[0.99602289 0.83192868 0.5025071 ],[0.57458746 0.59302828 0.2080139 ],[0.99999762 0.99999979 0.99981726],[0.99999703 0.99999798 0.99968867],[0.99977755 0.99838136 0.99810004],[0.99999762 0.99999979 0.99981726],[0.99999281 0.99999375 0.99496462],[19.55361256 12.98287877 12.68042592],[42.48938419 22.80803249 14.27648523],[51.97111701 55.55936682 35.71966583],[16.78390573 -0.45574514 -4.70852427],[-2.97840481 -6.72617869 -9.95270603],[49.29218023 62.80732335 31.93343479],[49.1097444  50.53355958 31.96742062],[33.35638192 24.78765719 21.04919706],[49.29218023 62.80732335 31.93343479],[48.32382714 45.39782923 15.87537681]
9,340,[25.36862344 50.50823195 13.61615754],[ 6.60737935 16.29653545 11.36383789],[0.63304872 0.37943356 1.02553715],[ 34.58703387 225.20090704  99.60766463],[355.4351483  489.08664523 183.21371349],[0.89609859 0.17378866 1.5739384 ],[0.77542516 0.7270576  2.63049993],[ 5.18871325 12.9836517   5.41053323],[0.89609859 0.17378866 1.5739384 ],[0.9885231  1.31475825 9.95558059],[0.99451983 0.97505846 0.97511993],[0.9996264  0.99744774 0.98436005],[0.99999826 0.99999927 0.99992918],[0.99608776 0.84502052 0.50755837],[0.56370019 0.59384313 0.20712255],[0.9999972  0.99999977 0.99979228],[0.99999774 0.99999764 0.9995074 ],[0.99977651 0.99837965 0.9980046 ],[0.9999972  0.99999977 0.99979228],[0.99999189 0.99999268 0.99434873],[19.55348293 12.98222218 12.61190523],[31.23883614 22.80755979 14.18249599],[51.61067832 55.46675068 35.07396865],[ 1.68611546e+01 -1.93720716e-03 -4.67285857e+00],[-3.37578647 -6.73825059 -9.96616296],[48.59230505 62.24903688 31.35324198],[49.84862323 49.81808909 26.8922307 ],[33.33822756 24.78152837 20.62819522],[48.59230505 62.24903688 31.35324198],[47.73968454 44.67254738 15.33166474]
9,330,[25.45742805 44.09204027 14.76442627],[12.46999874 16.29239352 11.57442544],[0.66009634 0.38457802 1.10609653],[ 34.30499474 213.23734078  99.09017644],[369.7528529  489.67918366 183.49220288],[0.97335299 0.18579894 1.68520211],[0.9014338  0.7912271  0.69819613],[ 5.19840636 12.99303359  5.69618246],[0.97335299 0.18579894 1.68520211],[ 1.06683968  1.43218229 10.6114467 ],[0.99446925 0.98076737 0.97207358],[0.99866219 0.99744921 0.98400043],[0.99999811 0.99999925 0.9999172 ],[0.99614555 0.85788185 0.51315506],[0.5557309  0.59458547 0.2062443 ],[0.9999967  0.99999974 0.99976322],[0.99999662 0.99999724 0.99992797],[0.9997756  0.998378   0.99789223],[0.9999967  0.99999974 0.99976322],[0.99999077 0.99999139 0.99364499],[19.52313047 14.16226159 11.90866507],[25.72209278 22.80976767 14.02300775],[51.24727452 55.34977635 34.41713603],[16.93227383  0.47220034 -4.62761545],[-3.7188097  -6.74876735 -9.97935571],[47.87401365 61.66860094 30.75995669],[48.54074419 49.08344247 38.41344781],[33.32201647 24.77525428 20.18131874],[47.87401365 61.66860094 30.75995669],[47.07743775 43.9294995  14.77750464]
9,320,[25.45841741 44.09149779 14.87962317],[12.47073611 16.2942     11.65232903],[0.68854395 0.3908034  1.1945689 ],[ 34.05070111 201.42384417  98.4685028 ],[382.56249006 490.19196589 183.76520762],[1.05962708 0.19919263 1.80717093],[  0.86756492 777.53567874   2.16159536],[ 5.20746625 13.00277886  6.01466487],[1.05962708 0.19919263 1.80717093],[ 1.16238505  1.56335722 11.32452274],[0.99446892 0.98076864 0.97190388],[0.99866196 0.99744882 0.98405117],[0.99999793 0.99999922 0.99990292],[0.99619644 0.87042791 0.51928048],[0.55018096 0.5952567  0.20538012],[0.99999609 0.99999971 0.99972932],[0.99999732 0.00473605 0.99966803],[0.99977476 0.99837639 0.99775976],[0.99999609 0.99999971 0.99972932],[0.99998941 0.99998982 0.99283937],[19.52279291 14.16236846 11.84115793],[25.72157918 22.80880464 13.9647418 ],[50.88078759 55.21029873 33.74877252],[16.9968998   0.9672479  -4.57295011],[-4.01462674 -6.75785828 -9.99226921],[47.13636001 61.06400013 30.15301195],[ 48.87338134 -10.76494103  28.59750858],[33.3068917  24.76874197 19.7087679 ],[47.13636001 61.06400013 30.15301195],[46.33242066 43.16830102 14.21259842]
10,600,[25.48027522 44.14879723  3.55174801],[1.72815991 3.45862546 1.0679788 ],[0.17876303 0.26525451 0.14494742],[57.26482442 51.12890918 55.2934644 ],[ 50.71596531 109.92579082  81.2358396 ],[0.18806158 0.11267842 0.27832356],[0.202442   0.15295629 0.30505431],[ 6.39065986 10.36650058  2.61813581],[0.18806158 0.11267842 0.27832356],[1.24631426 0.77712967 1.46892917],[0.99445643 0.98071422 0.99831309],[0.99997429 0.99988206 0.99985001],[0.99999973 0.99999934 0.99999771],[0.97302286 0.98469483 0.72550409],[0.97844447 0.89313694 0.58905451],[0.9999997  0.99999988 0.99999151],[0.99999965 0.99999978 0.99998969],[0.99966269 0.99905501 0.9990647 ],[0.9999997  0.99999988 0.99999151],[0.99998665 0.99999424 0.9997291 ],[19.51533868 14.15108797 24.28415366],[42.88774247 36.27139483 34.72174392],[62.59386682 58.57620987 52.06878674],[12.4816623  12.87613495  0.43952056],[13.53652705  6.22747353 -2.90195688],[62.15341936 66.01265023 46.40199703],[61.51340875 63.35811852 45.6054533 ],[31.52850691 26.73682198 26.93315317],[62.15341936 66.01265023 46.40199703],[45.72686966 49.23959571 31.95297947]
10,590,[25.48024133 44.14941368  3.56865592],[1.72821947 3.45940052 1.07076922],[0.18956645 0.26346054 0.15270907],[57.3946378  50.75106584 55.25430767],[ 50.87574516 108.4808389   80.26947135],[0.19688196 0.11787932 0.29018268],[0.18221929 0.17151076 0.36431225],[ 6.3052791  10.34723558  2.61695421],[0.19688196 0.11787932 0.29018268],[1.30245553 0.81232169 1.52616802],[0.99445648 0.98071372 0.99829571],[0.99997429 0.99988201 0.99985035],[0.9999997  0.99999934 0.99999744],[0.9729137  0.98474481 0.72536411],[0.97831325 0.89575928 0.59292689],[0.99999967 0.99999987 0.99999074],[0.99999972 0.99999972 0.99998333],[0.99967206 0.9990571  0.99906573],[0.99999967 0.99999987 0.99999074],[0.99998543 0.9999937  0.99970664],[19.51535023 14.15096669 24.24290305],[42.88744309 36.26944857 34.69907905],[62.08419141 58.63515391 51.6157    ],[12.46199458 12.94056215  0.44567375],[13.50920531  6.3424048  -2.79801147],[61.75530261 65.62071302 46.03956674],[62.42753413 62.36363828 44.06352099],[31.64533467 26.75297876 26.9370741 ],[61.75530261 65.62071302 46.03956674],[45.34416289 48.85490455 31.62094963]
10,580,[25.48018263 44.1499843   3.58626208],[1.72829913 3.4380138  1.07764313],[0.20116918 0.26250921 0.16103973],[57.53452001 50.39047709 55.20924997],[ 51.01822508 106.99329893  79.28145902],[0.20625665 0.12340172 0.30274706],[0.32707293 0.19058679 0.35762544],[ 6.21607275 10.32579746  2.61598636],[0.20625665 0.12340172 0.30274706],[1.36200753 0.84969408 1.58655061],[0.99445653 0.98071326 0.99827755],[0.99997428 0.99988347 0.99984939],[0.99999966 0.99999935 0.99999713],[0.97279428 0.98478674 0.72525173],[0.9781961  0.89842953 0.59696268],[0.99999964 0.99999986 0.99998988],[0.99999908 0.99999966 0.99998484],[0.9996817  0.99905935 0.99906664],[0.99999964 0.99999986 0.99998988],[0.99998406 0.9999931  0.99968195],[19.51537024 14.15085443 24.20015611],[42.88704275 36.32331318 34.64349727],[61.5681919  58.66657458 51.1543359 ],[12.44085109 13.0024961   0.45275964],[13.48491406  6.46233393 -2.69043609],[61.35126178 65.22304103 45.67139799],[57.34652887 61.44760946 44.22442845],[31.76909921 26.77099346 26.94028708],[61.35126178 65.22304103 45.67139799],[44.9558308  48.46421361 31.28391798]
