seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
33,[55.94587742 52.70579065 65.68423521],[56.23140156 34.78117039 66.14282644],[69.80304327 10.74148412  4.27313013],[82.86161992 69.98287846 57.0526124 ],[184.7258824  119.88934306  50.18077821],[240.140081   221.88698865 102.23844162],[12.77257472 10.81760753 16.27397493],[50.2111562  24.3133334  64.61135719],[114.30842705  95.17851646 191.28144583],[19.568098   18.38910532 30.09014728],[0.97987515 0.9753189  0.5773467 ],[0.97946436 0.99060163 0.58124221],[0.96474284 0.99896081 0.99829262],[0.94544174 0.96074784 0.71748949],[0.85208346 0.90158644 0.79217252],[0.16573251 0.18373801 0.03376614],[0.99863076 0.99892032 0.96167342],[0.98477249 0.99645441 0.62935889],[0.90685124 0.91956549 0.20230997],[0.99744425 0.99691056 0.88950625],[12.68405918 12.61229885 -1.05622637],[12.6398428  16.22258166 -1.1166584 ],[10.76193382 26.42817969 22.67807421],[ 9.27235258 10.14962947  0.16748588],[2.30886598 5.47385389 1.28224874],[ 0.03012792  0.12682878 -4.89928784],[25.51385193 26.36684108 11.06312373],[13.62341653 19.33257539 -0.91318069],[  6.477856     7.47868688 -10.34046033],[21.80844868 21.7582535   5.72451032]
34,[ 51.86641483 106.65621814  63.50099884],[59.48018893 76.44374306 63.75137758],[ 3.1973483   5.54378967 12.84346997],[ 40.56327303 125.46057546 103.30873429],[332.18176287 383.82538717 158.54417381],[ 95.23118806 132.84369345  77.66962296],[14.85148112 32.91356037  8.19714373],[54.71467298 62.49754044 62.25190476],[ 98.45297179 132.84369345 136.00960117],[17.5157363  24.45508236 23.96274541],[0.9914621  0.91888242 0.85568544],[0.98468589 0.97231825 0.85272258],[0.99996525 0.99981505 0.98631788],[0.99401546 0.90780543 0.80054432],[-0.00806798  0.77308593  0.25125534],[0.9489497  0.94237401 0.11996961],[0.99926946 0.99648461 0.99083534],[0.98956435 0.99255851 0.88678195],[0.93882175 0.94237401 0.62230244],[0.99882888 0.99707459 0.95239791],[13.34169639  6.4897419  -0.76261455],[12.15197419  9.38262662 -0.79679489],[37.543622   32.17333059 13.11934909],[15.47676116  5.07932    -4.98974423],[-2.78809474 -4.63320843 -8.71000916],[ 8.06383692  4.58264666 -2.51202735],[24.20402562 16.70196822 17.01974558],[12.87734481 11.13220698 -0.5900563 ],[ 7.77484438  4.58264666 -7.37839476],[22.77085301 19.2820829   7.70226511]
35,[30.46461334 48.61952949 26.31974781],[19.86492222 37.99198438  9.77275688],[4.43027767 6.7132052  3.63200747],[59.61722455 58.70151448 78.050035  ],[175.70565892 231.75768631  26.06217299],[ 75.45527865 125.93476464  55.74657206],[13.09949569  4.991085    7.37133966],[17.76786511 21.08003711  5.91695783],[49.66862143 59.4073422  55.74657206],[12.60397684 14.32642093 13.64966598],[0.99325952 0.97774891 0.89445392],[0.9976934  0.98725079 0.9885376 ],[0.99986062 0.99963558 0.99808169],[0.96929184 0.97259884 0.63179309],[0.84318389 0.6327991  0.91300893],[0.95261802 0.8333381  0.72877348],[0.99872444 0.99976319 0.99219407],[0.9983993  0.99731547 0.99674089],[0.98137856 0.97370915 0.72877348],[0.99883223 0.99831184 0.97413371],[17.96350756 13.31325047  6.88736211],[21.67768359 15.45562594 15.49265469],[34.71080203 30.51086705 24.09006192],[12.1319859  11.67647938 -2.55446546],[ 2.74370599 -0.25121743  6.97278412],[10.08562843  5.0465528   0.36863324],[25.29432944 33.08556618 17.94206812],[22.646716   20.57203808 19.85102711],[13.71777885 11.57266304  0.36863324],[25.62926904 23.92671135 12.59055611]
36,[26.76853217 63.60256644 21.21687637],[13.43493303 53.33111146 14.75976552],[3.14689942 2.30368762 1.85985791],[113.11651657  85.72426378  74.56838538],[126.5828691  443.46276205  34.4912598 ],[108.31376808  76.18008531  36.4910104 ],[ 7.44508349  5.87915381 10.82461132],[10.64460898 41.47125843 14.18789324],[58.23838104 76.18008531 36.4910104 ],[12.06603863 17.91056198  9.62655037],[0.99446423 0.96802181 0.93213487],[0.99889331 0.98181589 0.96879798],[0.99991546 0.99994998 0.99959489],[0.91723411 0.96359522 0.59612527],[0.88229174 0.20829193 0.85340636],[0.8969372  0.97530038 0.83937269],[0.9995839  0.99982266 0.9830105 ],[0.99955955 0.99312523 0.97082451],[0.97229077 0.97530038 0.83937269],[0.99880173 0.99823733 0.9863975 ],[19.08692982 10.97997269  8.75936767],[25.07471085 12.5098528  11.91140742],[37.68176371 39.80099374 29.90340129],[ 6.56890052  8.38739022 -2.1580982 ],[ 5.59192227 -5.88767765  4.53881544],[6.94574768 9.41263641 4.04927881],[30.20202952 31.66316905 14.60475037],[27.09682672 14.69452122 12.25463835],[12.3352351   9.41263641  4.04927881],[26.00812674 21.98728124 15.62358284]
37,[27.64983213 94.0284554  43.15517771],[22.09741895 55.14136066 43.49180595],[4.61603898 2.50859238 8.64186892],[322.53214168 207.00878456  76.62457534],[177.85370456 368.86888964  15.43890923],[ 47.80052953 138.21488544 101.18425406],[15.45067298  5.29766057 11.72074764],[11.81502704 33.75637467 42.11293988],[ 47.80052953  69.08614116 196.73207517],[11.03694968 14.17121607 29.75928765],[0.99382168 0.9164775  0.8175012 ],[0.99622604 0.97441876 0.81286663],[0.99981869 0.99994675 0.98921336],[0.76882102 0.70125385 0.51838082],[0.78449895 0.43459829 0.96559232],[0.98321237 0.7974228  0.08918854],[0.99798472 0.99975799 0.97988796],[0.99919427 0.99403136 0.84644182],[0.98321237 0.97214562 0.34654716],[0.99902469 0.99869384 0.89711581],[18.80557099  7.58427946  2.5923384 ],[20.75258998 12.21991593  2.52484775],[34.35403163 39.06086353 16.56084309],[-2.53203904  0.72968999 -2.39436503],[ 2.63816266 -4.28797507 11.52066431],[14.05076682  4.23836914 -4.8092621 ],[23.86047296 32.56778291 13.91389028],[26.19072657 16.48234953  2.80468538],[ 14.05076682  10.26164679 -10.58450687],[26.78243972 24.0213231   5.82054596]
38,[31.74620097 45.86834962 44.00238277],[23.76121372 13.91534894 44.06836475],[ 4.33321831  3.46115155 45.29837923],[ 44.35732346 150.23319534  63.17952223],[186.46588216 180.08755117  72.57208116],[238.66045219  37.99777102  77.04208739],[ 5.72978759  4.62333374 16.49425693],[20.91087947 15.54514664 41.93911988],[ 56.68076549  37.99777102 134.48707547],[10.07105125  8.88744968 31.60903812],[0.99427568 0.97971628 0.83223778],[0.99752002 0.99848486 0.83154549],[0.99988578 0.99989893 0.79568777],[0.98503951 0.83103181 0.59113198],[0.68759721 0.79397825 0.70424456],[0.14076063 0.98711984 0.06914972],[0.99992345 0.99979183 0.9668779 ],[0.99876002 0.99803695 0.86304959],[0.97433887 0.98711984 0.34239326],[0.99933048 0.99927125 0.8884678 ],[17.60558575 13.81920322  2.42347269],[20.12204856 24.17958348  2.41045788],[34.90320958 36.26505318  2.17134332],[14.70011432  3.51414741 -0.71853016],[ 2.22743337  1.93979165 -1.92239497],[ 0.08381179 15.45430307 -2.44156424],[32.47665053 33.75036061 10.94634148],[21.231975   23.21756904  2.84061034],[12.57070683 15.45430307 -7.28061441],[27.57792485 28.0739224   5.29677098]
39,[28.33355234 50.60497019  7.20995101],[28.53415198 36.7975034  15.51271976],[0.90057618 1.25300626 2.49995841],[ 69.28371438 471.3840809   82.29280314],[  8.79566693 145.76025281   1.98395572],[38.56852926 43.53928683 42.47920056],[11.22224725  8.37614335 10.49818087],[16.67439421 19.06213068  5.63493638],[ 38.56852926  43.53928683 254.00027027],[ 8.91620176  9.25440066 45.54800219],[0.99307069 0.97540455 0.99261113],[0.99297247 0.98761309 0.9660282 ],[0.99999312 0.99998533 0.99909647],[0.96875946 0.43737308 0.63664847],[0.99933882 0.86145257 0.99943652],[0.98804062 0.9825866  0.80838712],[0.99911589 0.99931896 0.98413637],[0.99764929 0.99695592 0.9953775 ],[0.98804062 0.9825866  0.2249113 ],[0.99933099 0.99921875 0.78805253],[18.59340041 12.96560203 18.13435031],[18.53212157 15.73309842 11.47923765],[48.54901189 45.09040069 27.3343409 ],[10.82679772 -6.41803274 -3.01424053],[28.75404547  3.77668324 29.34235708],[15.91475941 14.27183928  2.72946989],[26.63782431 28.58858348 14.87071557],[23.19841968 21.44603665 20.27521624],[ 15.91475941  14.27183928 -12.80368699],[28.63582323 27.72249955  2.12360993]
40,[54.52450144 90.0366833  54.46000813],[29.3176888  16.24023149 50.47305234],[ 4.1029967   6.33708552 10.07487   ],[111.29320062 174.98929164  93.46707013],[24.12079293 33.98114513 91.45821356],[166.83135318  28.76829024  46.43427854],[ 8.15512562  6.90662994 16.27059918],[19.96470435  9.51209153 47.87000985],[ 63.59194324  62.03995995 104.49765032],[11.62185776 11.99984035 23.84757943],[0.97641469 0.91681086 0.74033831],[0.99463236 0.99773636 0.80125253],[0.9998887  0.99960651 0.9873017 ],[0.90041252 0.88856246 0.53482804],[0.99622602 0.98919075 0.6237642 ],[0.74072436 0.99203859 0.85543627],[0.99960101 0.99953519 0.9766649 ],[0.99851377 0.99958258 0.84742579],[0.97650664 0.96292558 0.57937395],[0.99912383 0.99858969 0.93999116],[12.90758691  7.96107573  0.57144255],[18.29682636 22.83762119  1.2318052 ],[35.37739761 31.01167414 15.22820756],[ 6.71004833  2.18923604 -4.120176  ],[19.99158937 16.4247053  -3.9314577 ],[ 3.19386752 17.87118447  1.95622254],[29.41080787 30.26414176 11.06492566],[21.6341633  27.48394509  1.69172625],[11.57137905 11.19603532 -5.08913392],[26.33390985 25.46595614  7.74411051]
41,[57.48185594 28.93219117 51.96708048],[57.92061344 37.27424687 56.29653973],[  5.41376889   2.26185032 175.24330481],[ 69.14198842 113.56741945  57.09350714],[379.56082249 324.36718292 111.5784877 ],[85.9859688  54.570385   74.28501058],[32.56722486 12.2325802  30.28378891],[52.42132632 27.43063411 52.13367716],[100.68197785  54.570385   163.03425459],[19.82157362 10.94466996 32.97451184],[0.98742769 0.99631109 0.90327334],[0.98696668 0.99079019 0.83481572],[0.99984398 0.99994993 0.35489066],[0.98591339 0.91081118 0.83048704],[0.74010686 0.79788194 0.50702004],[0.96798613 0.9813003  0.11719103],[0.99661541 0.99896411 0.96389761],[0.99267064 0.99724009 0.90467823],[0.96347959 0.9813003  0.37709327],[0.9982842  0.99921664 0.88410574],[12.44880533 17.82183898  0.97843021],[12.38275792 15.62128796  0.28336255],[32.96942673 39.96018827 -9.57983211],[10.84458367  5.94439035  0.16126215],[-3.94620661 -3.17127268 -5.65861283],[ 8.9508692  12.31032514 -2.12502721],[17.38380592 25.29910406  5.66879238],[13.24926087 18.28474856  0.95062942],[ 7.5803862  12.31032514 -8.95258066],[21.69665837 26.2654121   4.92942909]
42,[26.87833381 56.14008711 30.55027346],[ 8.36344756 25.25200384 32.26141577],[1.15996547 3.53532588 2.23215681],[ 95.28117144 373.85315969  74.0409276 ],[ 25.50435541 200.12187112  10.30245273],[ 10.67472717 156.79079691  72.32919749],[ 1.79689929  4.21977427 33.57871364],[ 9.73647185 23.42382487 28.18834976],[ 10.67472717  74.35673695 139.88626129],[ 2.54795356 16.30543734 31.76468927],[0.99400897 0.97015908 0.8588525 ],[0.99947978 0.99630297 0.837245  ],[0.99998936 0.99991955 0.9993902 ],[0.93237339 0.55474009 0.32639103],[0.99507606 0.70975846 0.98439372],[ 0.99918389  0.7214091  -0.23926552],[0.99997842 0.9998617  0.8323276 ],[0.99934044 0.99666531 0.87866007],[0.99918389 0.95913965 0.22092733],[0.9999556  0.99786256 0.85564419],[19.05137411 12.06400386  5.59269455],[29.19171421 19.00354856  5.11932814],[46.35051972 36.08087644 28.31850256],[ 8.05927921 -4.40455561 -2.09644044],[19.50713394  1.0235744  15.03418397],[27.07228529  3.14305415 -1.89327635],[42.54894622 34.54368111  4.77171549],[27.87138872 19.65630925  6.29160355],[27.07228529  9.62305904 -7.62250468],[39.5155908  22.80281646  5.25410436]
43,[27.31369395 49.72979546 28.53929536],[16.27994803 20.27086849 28.9875735 ],[4.38004032 3.67464564 5.65676094],[110.06056979  99.33354132  86.71313452],[160.07828048 124.0540896   86.75162967],[45.85956948 48.77157779 71.22187558],[11.73217667 12.51495704 21.54743813],[12.58865296 17.03708587 25.48955353],[45.85956948 48.77157779 71.33341104],[11.34763896 12.3065269  18.45085644],[0.99468115 0.97646811 0.92549012],[0.9986026  0.99648259 0.92155211],[0.99986832 0.99987757 0.99669375],[0.92651858 0.91185481 0.54309068],[0.86340543 0.88949381 0.56597788],[0.98381356 0.97785851 0.30959795],[0.9989765  0.99854361 0.95218437],[0.99955542 0.99787718 0.95400604],[0.98381356 0.97785851 0.64561385],[0.99905029 0.99859314 0.9613082 ],[18.91181219 13.11713204  6.18413166],[23.40636069 20.91201838  6.04875933],[34.8098588  35.74515621 20.24164008],[ 6.80678583  7.10754713 -3.46870112],[ 3.55277276  5.17724378 -3.47255625],[14.4108215  13.28612939 -1.75927154],[26.25184908 25.10087824  8.62508374],[25.63983575 22.42155925  7.16575202],[14.4108215  13.28612939 -1.77286325],[26.54131078 25.24675539  9.97266599]
44,[25.44103158 47.13446768 20.79859044],[10.68223136 43.70717122 20.90498312],[2.03173486 0.22151736 0.44308269],[40.16646769 32.44201306 73.01613209],[ 25.18420752 240.81930744  36.69277083],[52.04396297 33.99709578 46.15424693],[13.5959772   6.93444428  4.11959936],[ 5.50653236 16.94097473 16.12301123],[52.04396297 33.99709578 46.15424693],[13.48385127  7.59504637 11.43907486],[0.99441723 0.97819551 0.93878696],[0.99907607 0.98135347 0.93782575],[0.99996446 0.99999963 0.99997143],[0.98728566 0.99220197 0.60635728],[0.99453039 0.59708254 0.86650612],[0.97816616 0.99107629 0.76325453],[0.99843141 0.99953053 0.99761451],[0.99974151 0.9977268  0.96496338],[0.97816616 0.99107629 0.76325453],[0.99845375 0.99952452 0.98131435],[19.52872663 13.58269337  8.93231852],[27.06618137 14.23841151  8.88800016],[41.48208032 60.14131004 42.363301  ],[15.56214816 16.8273096  -1.97537988],[19.61685519 -0.58436056  4.00138642],[13.31201379 16.42062912  2.0087632 ],[24.97121242 30.22923225 22.99589696],[32.82185706 22.47069761 11.14407346],[13.31201379 16.42062912  2.0087632 ],[25.0431419  29.43885691 14.12517854]
45,[30.11178506 81.82049024 51.88027369],[16.31516018  9.55439387 68.6284709 ],[ 93.70022107   6.10161662 643.15768295],[25.00467288 61.47716811 90.08835756],[88.47242742 12.16028373 57.72386527],[236.33031942 215.74218503  77.54096375],[ 9.43894289  3.38841471 46.8918687 ],[16.93222111  9.44533481 52.17007934],[ 99.69023525 130.40742706 240.70696286],[15.49751729 20.66656153 40.03406259],[0.99350281 0.93236454 0.78524815],[0.99864234 0.99924193 0.52947591],[0.92819289 0.99964249 0.2202688 ],[0.99492477 0.96634016 0.42570443],[0.93554424 0.99855362 0.65422432],[0.21977239 0.35811209 0.07159297],[0.99968929 0.99990229 0.75303399],[0.9986991  0.99920945 0.78307882],[0.91941369 0.87035655 0.08906934],[0.99806847 0.99588998 0.80577678],[18.06469094  8.79222395  0.99295141],[23.38759413 27.44540269 -1.43708987],[  8.20460866  31.34056717 -20.87335265],[19.67899742 11.27518842 -3.8003768 ],[ 8.70326211 25.35059133  0.0658885 ],[ 0.16903213  0.37076404 -2.4976273 ],[28.1409538  36.44953432  1.87104578],[23.06514235 27.54511836  0.94456664],[  7.66636855   4.74341897 -12.33677648],[23.83417838 20.74410099  3.24440331]
46,[28.39816627 88.98985219  4.54687456],[ 6.37021597 22.58685704  5.71470431],[1.27928324 4.27815525 0.78539091],[ 64.19683996 116.32376882  67.35768559],[ 60.24531526 133.46092697  22.15270006],[16.44832179 49.51126855 26.26270269],[ 3.9874434  14.50276214  2.41936812],[ 5.35113863 21.92300434  3.87427505],[16.44832179 49.51126855 26.26270269],[ 4.64838531 13.84704169  6.85010031],[0.99311094 0.91967943 0.99768556],[0.999658   0.99550198 0.99539479],[0.99998607 0.99983006 0.99991312],[0.96708659 0.88620114 0.63133482],[0.96963215 0.87290521 0.93341056],[0.9976841  0.97742563 0.90958414],[0.99987012 0.99802461 0.99935668],[0.99980114 0.99587387 0.9983737 ],[0.9976841  0.97742563 0.90958414],[0.99981545 0.99820964 0.99311622],[18.57361502  8.06265579 22.13873712],[31.55633785 19.97234944 20.15312131],[45.50008676 34.42433469 37.39127921],[11.48914796  5.73609621 -1.27474654],[12.04095534  4.54238276  8.38446324],[23.31698909 13.15538443  6.90620824],[35.62553033 23.82045102 27.61895751],[33.07049692 20.2314641  23.52918759],[23.31698909 13.15538443  6.90620824],[34.29337857 24.2223255  18.57905796]
47,[50.28438994 55.32301347 77.74744879],[14.11566885 42.03101851 74.11555679],[2.9763317  0.70581145 1.64930929],[27.60905405 95.66463824 80.8027421 ],[128.93029294  92.54599387  46.59987841],[ 89.0948629  219.83402265  67.76813654],[ 2.43576915  8.67368342 29.18432111],[11.65449463 32.7670608  71.87341659],[ 39.72144745 169.00868914 144.88338508],[ 7.4517484  27.60674515 27.83840258],[0.97826304 0.97278039 0.04596892],[0.99859165 0.98745733 0.15749832],[0.99993144 0.99999615 0.99974032],[0.99412356 0.92319883 0.19304375],[0.86530563 0.93198617 0.92004309],[0.92939533 0.22986203 0.06263467],[0.99995311 0.9995432  0.88009004],[0.99905106 0.99325264 0.24095081],[ 0.98825655  0.82269733 -0.1746201 ],[0.99956292 0.99302172 0.89484279],[13.61075726 12.19134893 -2.52072635],[24.64539175 14.57806722 -2.10519093],[38.16579436 50.07569152 30.94695448],[18.81839043  7.43443683 -2.8555254 ],[5.43232158 7.72231303 1.92530091],[ 8.64236769  0.20756736 -1.32751429],[39.90669845 28.28539416  5.99000468],[26.30955205 16.74071576 -1.83836922],[15.65891966  2.49128483 -7.9273751 ],[30.19425731 18.22916138  6.40011036]
48,[41.58774408 51.33260246 47.25068666],[40.57319308 31.08626486 41.35980519],[ 5.32792679 11.64319944  3.96926758],[61.85609176 60.22822866 76.2112061 ],[28.69777541 98.83362144 26.19588438],[128.45721485 221.40701153  63.63376257],[10.42765319  8.81229864  6.068507  ],[34.90477134 27.96834674 39.29127421],[ 86.51845043  74.37346081 107.6676912 ],[14.97070184 15.31721525 18.51076051],[0.99128376 0.97522916 0.65483264],[0.99203657 0.99107129 0.74629729],[0.9998563  0.99867166 0.99824479],[0.97598851 0.96356564 0.44472048],[0.99591474 0.90365091 0.927595  ],[0.85245156 0.18531496 0.33909629],[0.99972852 0.99931234 0.99570599],[0.99643958 0.99315429 0.78545844],[0.96847196 0.94480535 0.31712742],[0.99894403 0.99770587 0.95180511],[15.26011372 12.84159985  1.8048341 ],[15.47463722 17.19809464  2.96142689],[33.10825601 25.72801877 23.31878905],[11.81177144 11.45346369 -2.34738011],[18.48245632  7.15137132  6.92833529],[ 5.46425094  0.1456381  -0.78075548],[27.2756894  28.14768137 19.63135943],[16.78172503 18.1161296   3.40707432],[ 8.89724632  9.62110568 -5.34871142],[24.13457775 23.34586919  9.94451134]
49,[26.57744462 51.53679817 28.84988749],[21.77564031 50.49879682 29.15479689],[2.39925691 3.24799309 9.33875232],[67.22179919 29.51042208 89.08980671],[ 22.54387279 133.0565761   15.90743844],[232.13081067 218.77675657  66.47997584],[ 5.78362112 18.77788967  9.4357246 ],[ 9.30982922 25.61414642 25.89654394],[125.95632137  93.89184178 115.88742787],[21.18279218 17.30633373 20.04316882],[0.99394113 0.97565889 0.88266607],[0.99601163 0.97674594 0.88032515],[0.99995099 0.99992051 0.98741519],[0.96435694 0.99164927 0.5491299 ],[0.99563681 0.88344573 0.96431328],[0.33910577 0.24742072 0.1611629 ],[0.99971352 0.99768879 0.98840797],[0.99928795 0.99588138 0.91345757],[0.88948177 0.93447837 0.44446301],[0.99619525 0.99742683 0.94488277],[19.14915654 12.80711683  6.09011411],[20.88000229 12.98384489  5.99879618],[40.0378859  36.81716357 15.88721944],[11.08921833 17.64995708 -3.70356375],[20.57885047  4.56873863 11.26099156],[ 0.32476521  0.24944191 -1.16082047],[32.39542427 21.57652984 15.79749145],[28.26058669 18.87986774  7.02816042],[ 5.63502161  7.59690834 -5.98772989],[21.11975686 22.28536402  9.25366889]
50,[31.61970572 48.10259491 56.96141404],[23.94767892 24.04927014 53.03111958],[2.49957539 1.3732383  6.51111756],[97.14462021 83.75737828 86.72592323],[125.99292061  82.3744036   89.27097002],[ 59.61385421 218.67732479  42.57907408],[ 3.32951292  5.68267844 15.96456443],[16.33527892 17.71124808 51.13172907],[ 59.61385421 112.91383847  94.84856298],[11.86965993 21.23268875 18.3890656 ],[0.99212806 0.98030983 0.7445813 ],[0.99584119 0.99546956 0.79907202],[0.99994734 0.99998707 0.99527922],[0.93082257 0.92867716 0.70364669],[0.89398665 0.93359633 0.68550296],[0.9718106  0.24040561 0.88786794],[0.99991247 0.99982098 0.97649794],[0.99829294 0.99891403 0.84104459],[0.9718106  0.8798432  0.66813543],[0.99887341 0.99560472 0.96693769],[17.6402645  13.4060954   0.18138135],[20.05415244 19.42742749  0.80238067],[39.68209616 44.29454732 19.01988584],[ 7.89104588  8.589004   -3.46998205],[ 5.63249811  8.73361984 -3.72120849],[12.13247695  0.25339045  2.70907232],[37.19180688 31.95840386 11.22985511],[23.37688988 22.08448218  1.119187  ],[12.13247695  5.99452207 -4.24761852],[26.15065544 20.50936563 10.00180334]
51,[39.09519579 64.42982646 97.74963123],[39.16731188 63.63194384 99.77338303],[ 3.80509616  1.83737866 29.60517368],[ 25.92138946 210.66499379  71.6734411 ],[276.49961471 302.50836521 113.66562197],[ 67.37236793 144.26766933  97.1548256 ],[11.24213457 20.05937594 29.24525547],[30.22493019 46.50031304 97.03907628],[ 67.37236793  92.30488367 246.465885  ],[10.55011973 12.58415852 47.34957964],[0.99044897 0.96664077 0.46193024],[0.99038165 0.96768048 0.43582483],[0.99988593 0.9999747  0.89258637],[0.99619992 0.78011552 0.69995704],[0.76179633 0.7303735  0.40014872],[0.97119334 0.78401679 0.04805313],[0.99912956 0.996327   0.92205927],[0.99560589 0.98606085 0.50273299],[0.97119334 0.93874345 0.12712317],[0.99925753 0.99888086 0.77207915],[15.79695312 10.86772627 -4.50930597],[15.78094565 10.97596169 -4.68729738],[36.03210824 41.76549215  5.86564432],[19.36625543  0.577618   -1.81416853],[-1.19446964 -2.56528227 -5.81958607],[11.06978474  3.86608519 -4.45629094],[26.62244538 21.00311715  5.9718882 ],[18.03211484 13.70034797 -4.44593649],[ 11.06978474   7.74497191 -12.5421397 ],[27.1742732  25.05298189  1.78667403]
52,[39.80915791 45.92927856 14.64947893],[39.5059759  18.19413316 34.41182794],[ 7.26953154  3.70381606 20.36851602],[71.8335632  43.17426275 50.74522737],[81.51618546 66.97918629  5.80777561],[239.26880756  68.69526698  71.78223832],[83.51590394  4.50799991 33.7919022 ],[30.44663961 14.97657305 14.50287792],[207.1001897   59.90724028 220.20601196],[31.02848682  8.57971508 33.65788954],[0.99004296 0.98084333 0.97009471],[0.99056588 0.99750791 0.84239688],[0.99967831 0.99986493 0.94445931],[0.95703747 0.9817595  0.76955038],[0.94984085 0.95474136 0.99504043],[0.14954879 0.95261352 0.25361823],[0.9721883  0.99985085 0.85961176],[0.99592245 0.99893481 0.97072407],[0.76609432 0.96396754 0.22926628],[0.99252305 0.99933269 0.86136999],[15.63976115 13.80767303 11.97655303],[15.70616508 21.85083812  4.55884173],[30.40929246 35.67647728  9.11380881],[10.51287278 14.3449669   1.18509253],[ 9.414544   10.53066816 20.01280001],[ 0.06169927 10.31092919 -1.82734334],[ 9.20403725 33.96978753  4.71674379],[17.96863364 23.54121651 12.06391276],[  1.31581104  11.49987923 -11.56358685],[17.80420904 28.38000818  4.75125897]
53,[45.91682905 44.73729942 22.9903804 ],[11.09576504 24.11480702 51.54977679],[15.61822297  3.45453008 22.48003889],[29.74896163 91.81926051 87.84140682],[ 9.14703431  2.36168213 11.2306795 ],[ 29.68774911 219.52480433  61.71138957],[ 2.74675566  8.76091461 17.62996939],[ 7.07757524 15.33179235 17.60433611],[ 92.51167268 138.15109066 265.55097515],[13.00463331 21.78881435 38.23655042],[0.98171943 0.98076386 0.92784067],[0.99895148 0.99425988 0.73034433],[0.99790556 0.99988356 0.92918703],[0.99266018 0.92330292 0.5361333 ],[0.99928149 0.99994623 0.98169404],[0.99240384 0.23923726 0.45115055],[0.99993892 0.99926127 0.95577742],[0.99960994 0.99802069 0.9605564 ],[0.9334162  0.8492374  0.19217104],[0.99854718 0.99533654 0.82562738],[14.3999832  14.03607022  8.06207344],[26.73627594 19.40378968  1.0484608 ],[23.7667886  36.28168592  8.25705542],[18.16998474  7.79078969 -3.58098907],[28.41381481 39.58503664 14.28487591],[18.18787555  0.21979353 -0.51430993],[38.86302041 28.19847656 10.36796542],[30.64173108 23.33760693 10.38060355],[  8.3154903    4.24237914 -13.18996143],[25.35745876 20.28479353  3.64342249]
54,[36.77168088 63.30108977 56.80431678],[36.39857945 60.07819189 58.11283724],[ 2.13039029  2.27607364 22.66931201],[62.41444215 57.59294339 80.50749322],[190.75399977 229.64425584  41.03291718],[ 65.89875059 195.69270118  60.86105271],[63.29085986 18.19316028 33.04385674],[26.91805466 43.12034033 55.41449922],[ 68.28526129 110.92830468 128.19118804],[13.79039549 21.84890821 24.46149183],[0.98963433 0.9655969  0.54780103],[0.98980937 0.96977994 0.52799496],[0.99996557 0.99995425 0.92406237],[0.97402592 0.97047149 0.42953262],[0.76898413 0.73060256 0.7676406 ],[0.96543761 0.50597185 0.06041062],[0.98048468 0.9967791  0.84167251],[0.99504969 0.98748584 0.58793942],[0.96307425 0.9075372  0.16282776],[0.99848621 0.99591338 0.91166572],[16.32915132 11.02124177  0.20536977],[1.64177323e+01 1.14751284e+01 7.55499518e-03],[41.0702375  39.90573931  8.18422979],[11.73371911 11.84208001 -2.8237295 ],[ 2.02994791 -0.17164623  3.03034871],[11.26187736  1.21797294 -0.39379262],[11.61260105 21.85130259  4.91118197],[19.03854756 14.3558219   0.42052833],[10.95288146  6.14861799 -6.86416686],[24.84788655 20.2608707   7.52333779]
55,[54.97095137 44.12988559 76.82468976],[55.36524042 17.90266564 77.49641549],[15.60227826  2.20779306 21.17850418],[ 26.64103436  22.44745336 122.94345295],[357.90939402 119.93498215 168.47153604],[241.06035302  23.65198494  85.16387177],[31.63368175  3.13440258 29.19958939],[48.29053934 11.07512425 75.76043587],[109.0837997   23.65198494 151.33076837],[22.64270666  5.42594295 28.99875634],[0.98568104 0.98082198 0.84040382],[0.98528617 0.99700621 0.84215068],[0.99838981 0.99996296 0.97281395],[0.99632915 0.99554343 0.69338974],[0.59009548 0.89443601 0.17770836],[0.15978401 0.99494861 0.12580173],[0.99634956 0.99993714 0.95176136],[0.99173105 0.99895079 0.8817671 ],[0.93346998 0.99494861 0.65436656],[0.99675966 0.99974526 0.95350295],[12.83675591 14.15480947 -2.41701972],[12.77467717 21.99111149 -2.49263572],[23.77566059 40.17029823  8.77509092],[19.12839932 20.02612394 -6.50111154],[-3.43604098  5.470548   -9.23753413],[-3.09479265e-03  1.95721136e+01 -3.31211136e+00],[17.63642615 37.12636996  5.9854617 ],[13.96217985 26.16249336 -2.29585271],[ 6.88421583 19.57211363 -8.30554816],[20.54085417 32.35996104  6.04540913]
