seed,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
0,[66.56805565 43.10031839 19.19292984],[66.83177386 63.02721415 77.11240705],[ 0.22629768 45.28356003  0.86286176],[ 41.1796395  196.09508322  54.65228485],[114.83921292  10.62151921   0.99675686],[251.09470418 238.74162697 181.63401025],[ 0.3618456  17.79319039  1.32365768],[62.15775633 49.09274794 15.10171956],[174.61188234 160.26529277 643.31605375],[0.54657656 0.32741571 0.89008352],[0.98003878 0.98154027 0.94826377],[0.97975587 0.9600567  0.5743916 ],[0.99999956 0.98004411 0.99989608],[0.98546454 0.7614545  0.84866202],[0.87914102 0.99888663 0.99985921],[0.00847975 0.01521093 0.28978295],[0.99999917 0.99802683 0.99976715],[0.98579311 0.97611922 0.96661948],[0.90377663 0.80548426 0.08085068],[0.99999786 0.99999894 0.99988904],[11.17410353 14.35985593  9.63017107],[11.1397612  11.05890327 -2.44948861],[60.54581891 13.93065426 36.57417211],[15.34577016  1.20013141  0.54083012],[ 6.43761683 26.52573272 35.32121188],[-0.35733009 -0.50909748 -9.89094685],[56.46895515 22.04438898 32.85748289],[11.76951438 13.22911866 11.71246856],[  2.79794509   2.95267588 -20.8754912 ],[52.88640091 56.74747512 36.30438142]
1,[35.6649047  46.50516015 69.34849443],[35.4573505  43.11197212 65.27327739],[0.13752888 0.5292121  0.89080944],[12.82877759 80.33029723 70.51797503],[ 9.72724178 62.14243702 16.81885978],[63.06148381 37.70118499 78.54218027],[ 0.52115123  9.10087874 31.35883179],[26.22308896 17.80326512 63.6483381 ],[ 63.06148381  37.70118499 148.55840117],[0.73142541 0.775689   0.85541102],[0.98906854 0.97883706 0.6156052 ],[0.9891973  0.98225165 0.67063858],[0.9999999  0.99999727 0.9999186 ],[0.99874266 0.94019231 0.58846283],[0.99920309 0.96173843 0.95945434],[0.96926344 0.98590452 0.16871969],[0.99999856 0.99940077 0.89544014],[0.9942692  0.99698571 0.71433311],[0.96926344 0.98590452 0.41531527],[0.99999558 0.99999417 0.99993285],[16.59459962 13.69944262 -1.52774415],[16.64529536 14.35750771 -1.0017118 ],[64.87154277 52.57687026 36.29730041],[25.47571545  8.95187802 -1.67300007],[27.87962676 11.18169988 10.77706559],[11.64413727 15.52236548 -2.60906247],[53.30014568 27.86779894  5.36579908],[19.26574401 22.03947232 -0.78274478],[11.64413727 15.52236548 -8.14494775],[50.35602009 49.25571282 36.6494998 ]
2,[49.24886042 46.04015872 25.19572929],[22.72185025 16.81352424  3.13492876],[0.18120821 0.14885036 7.5787466 ],[120.8545738  254.37291717  64.97442965],[382.52167702 151.27864398  36.90946724],[ 2.17346267  5.05116178 10.08011911],[0.18668444 0.18374698 0.57348872],[ 4.94186627 10.35425043  4.10691938],[ 2.17346267  5.05116178 10.08011911],[0.19682003 0.20862959 0.74240722],[0.97889767 0.9793313  0.90143788],[0.99559785 0.99754154 0.99867828],[0.99999985 0.99999986 0.99189629],[0.91341797 0.5588484  0.72627554],[0.39373029 0.78777254 0.84298152],[0.99997539 0.99977049 0.98581969],[0.99999984 0.9999998  0.99995389],[0.9997987  0.99903385 0.99768293],[0.99997539 0.99977049 0.98581969],[0.99999983 0.99999969 0.99992272],[13.79149726 13.78672926  7.26645791],[20.51054711 22.53629041 25.36844307],[62.47586336 63.5944675  17.70104886],[ 5.99415915 -1.05995191 -0.96185293],[-4.01370005  3.45391304  3.95024105],[40.89637728 32.98163994 15.2236833 ],[62.21725851 61.76506112 40.12249893],[33.76160119 26.7470922  23.02267304],[40.89637728 32.98163994 15.2236833 ],[61.75803492 60.66194739 37.8801529 ]
3,[25.11147373 50.31321398 13.72040919],[14.81261664 26.33589562 10.56746256],[0.16215338 0.23332892 0.18982469],[ 56.65108264 103.08827079  68.24313628],[439.97090626 398.5304586  166.51905283],[ 8.78622524 10.85489205 14.22046781],[0.27289449 0.33012695 0.32691488],[ 6.85266354 10.38174196  6.17723085],[ 8.78622524 10.85489205 14.22046781],[0.29510183 0.49557991 0.82269253],[0.9946461  0.97548117 0.97524398],[0.99819007 0.99326557 0.98783589],[0.99999981 0.99999954 0.99999719],[0.98146282 0.94986661 0.51638879],[ 0.30839394  0.49522955 -0.18454508],[0.99966216 0.99923414 0.99033511],[0.99999972 0.99999936 0.99998556],[0.99964904 0.99904264 0.99781852],[0.99966216 0.99923414 0.99033511],[0.99999944 0.99999799 0.99995936],[19.64197695 13.01582429 12.54565531],[24.22678531 18.63850366 14.81358223],[63.44090071 59.69009426 49.72594262],[12.57525669  6.7852804  -1.38818297],[-5.22905821 -4.95976488 -9.13628205],[28.76337432 26.33695532 12.23471891],[58.91952574 56.6758458  45.00430272],[30.92223279 26.7240609  19.47711995],[28.76337432 26.33695532 12.23471891],[58.23998278 53.14719164 36.9882455 ]
4,[25.37199426 50.41510977 12.80385591],[18.15773866  3.17340475  1.97630421],[0.06370881 4.19546321 0.45333466],[ 61.31024996 140.80975817  71.77933136],[34.70817104 47.93862548 47.39958143],[2.36335089 3.12187294 7.41448744],[0.09537999 0.13895405 0.25337971],[ 4.75231312 13.35643721  3.96508241],[2.36335089 3.12187294 7.41448744],[0.16619367 0.27888881 0.61002312],[0.99449385 0.97524255 0.97679531],[0.99716003 0.99990492 0.9995305 ],[0.99999997 0.99985434 0.99997271],[0.98189181 0.8506365  0.54718825],[0.99277393 0.98362085 0.75222027],[0.99996211 0.99991744 0.99212167],[0.99999995 0.99999982 0.99999568],[0.99981454 0.99827675 0.99825916],[0.99996211 0.99991744 0.99212167],[0.9999998  0.99999935 0.9999496 ],[19.55232888 12.99825116 13.14618102],[22.45818575 37.01895616 29.37592068],[71.55543176 34.59386716 42.16461811],[11.88875924  4.07681045 -1.82699158],[16.83078639 13.43575395  1.77750645],[40.16885683 37.16116102 17.89137391],[68.05027569 64.19204136 47.21755973],[34.10132002 24.53565296 23.32795221],[40.16885683 37.16116102 17.89137391],[63.22713122 58.14084364 39.58607064]
5,[28.10545642 15.77065327 43.83536322],[27.37458718  6.24877245 44.06793163],[1.11521986 0.35766397 0.51717887],[ 24.65133479 138.34880462  59.83074864],[351.31661078  66.7298404  125.23933153],[32.79197608 12.8869305  66.25536096],[ 1.02295034  0.37728549 11.84846883],[15.25557961  8.74234402 41.46067791],[32.79197608 12.8869305  91.65231978],[0.29138464 0.37972759 1.50400348],[0.99404278 0.9975904  0.82176349],[0.99439955 0.99961703 0.8180471 ],[0.99999296 0.99999928 0.99996411],[0.99530881 0.89656214 0.85866925],[0.64079243 0.95794805 0.70286289],[0.99409543 0.99839121 0.32999147],[0.99999528 0.99999916 0.98051403],[0.99878245 0.99927338 0.85658112],[0.99409543 0.99839121 0.4447595 ],[0.99999948 0.99999909 0.99979148],[18.66360812 23.09247183  2.4565044 ],[18.8924694  31.1335713   2.41054325],[46.69221108 55.97996175 41.02018111],[19.80261217  4.22995728 -0.24549216],[-3.27455272 10.56306378 -6.66181823],[17.3240692  24.84647577 -1.1314239 ],[47.44232999 55.51606355 13.81975198],[23.97084672 28.21690765  2.94026861],[17.3240692  24.84647577 -3.94987265],[58.35008801 55.46002253 31.74801979]
6,[50.07782965 45.02686306 25.95251784],[31.85620499 10.51459664  9.66851324],[0.73037127 0.23853271 0.28978079],[ 45.2193234  134.25503943  40.85691411],[24.42350252 54.15528137 22.86095031],[43.2465971   9.34851879 12.85392093],[1.7019749  0.51366433 0.68556658],[ 9.36739013 10.75337224  4.88759677],[139.18313531  25.82339088  36.14671429],[0.74932987 0.20897983 0.66500086],[0.97833954 0.98024813 0.89556197],[0.99168588 0.99893764 0.98694455],[0.99999575 0.99999951 0.99998928],[0.98365004 0.8618818  0.81949642],[0.99496634 0.97311276 0.93096895],[0.98543934 0.99921363 0.97823147],[0.99997538 0.99999741 0.99993071],[0.99941943 0.998943   0.99684079],[0.87050179 0.9935024  0.8514    ],[0.99999553 0.99999964 0.99993832],[13.646511   13.98003167  7.00940662],[17.57554022 26.61361316 15.58580266],[50.36854734 59.4985068  46.05160485],[14.53293977  4.49085357  3.06768535],[19.88326207 12.37664917  8.11111099],[14.92038217 27.6346094  13.1122841 ],[43.02035793 52.8358773  38.57200376],[28.20704881 26.41857191 21.5110892 ],[ 4.76768866 18.80920012  4.13162006],[50.14596009 60.64737816 38.83655241]
7,[330.83255387 128.47451583  15.59901946],[333.31321705 127.68707739  24.47368939],[0.10058358 0.49263381 1.17917923],[161.79759809 210.49857057  63.11887045],[386.75839798 339.21636559  12.40619085],[248.24603258 120.25295827  42.20117678],[62.1545632   6.33192092  1.25202047],[329.87554379 119.41656053   9.65092877],[727.42936233 264.9252108  174.20855653],[1.06892555 0.35223159 2.20989491],[0.80529568 0.89499387 0.96951103],[0.80157848 0.89873872 0.91706985],[0.99999992 0.99999797 0.99985935],[0.83810179 0.77281625 0.73072554],[0.40119218 0.6477849  0.97776145],[0.85693314 0.90573383 0.69864718],[0.96626519 0.99981196 0.99986138],[0.81046047 0.92226341 0.99155367],[0.61035221 0.73149006 0.2919727 ],[0.99999379 0.99999889 0.99936444],[-2.75274378  4.87312571 11.43105059],[-2.81762973  4.92652657  7.51900771],[67.58887954 53.19898113 33.86140018],[ 3.45997957  0.58448248 -0.71018778],[-4.10937408 -3.56007043 13.42022743],[-0.25822536  5.44755012  2.78650536],[11.7699606  31.01875585 33.34076799],[-2.72758141  5.50817433 15.60161438],[-9.59639557 -1.41300027 -9.52839306],[47.06047184 56.11289933 28.40556414]
8,[11.88677096 84.93582982 14.70156636],[3.86030727 5.4989393  9.01864989],[0.92229082 0.22777003 3.57072239],[18.23687324 88.4032717  47.70960909],[  3.57900601 113.12797538   7.39358542],[41.43555423 22.51451311 53.58679486],[0.22106564 0.3323822  0.49395824],[ 4.10888144 14.5518939   5.7411474 ],[41.43555423 22.51451311 93.59868574],[0.48085241 0.60477191 1.26876188],[0.99878303 0.92670098 0.97125619],[0.99987184 0.99974162 0.98841414],[0.99999269 0.99999954 0.99812706],[0.99720938 0.93158753 0.77347831],[0.99988972 0.8907478  0.992021  ],[0.98551138 0.99523375 0.39988505],[0.99999959 0.99999893 0.99996638],[0.99988804 0.99795943 0.99548283],[0.98551138 0.99523375 0.52550636],[0.99999802 0.99999661 0.99976589],[26.13814308  8.46764682 11.94572441],[35.90698348 32.24388699 16.19016603],[48.34206327 59.89953407 24.23787486],[22.42041338  8.12009874  1.72087942],[36.56417242  5.97806521 17.91589468],[15.29195793 20.00021431  0.71184095],[60.74899621 56.61671027 41.41919188],[35.36494877 23.79107511 20.11302263],[15.29195793 20.00021431 -4.13239843],[53.99918502 51.41763332 33.22539416]
9,[ 57.55219422 179.92767925 173.08271429],[ 57.49226126 180.5696792  173.50231473],[0.32615064 0.71518349 1.92200541],[101.36751595 293.18992233  76.2427397 ],[467.52441552 492.36540207 187.55526246],[112.90771444 265.20692456 155.74939925],[ 3.97137702  1.34719869 37.61023951],[ 52.02166502 174.77466104 172.31210863],[112.90771444 375.66887471 371.3387051 ],[0.87107951 0.44622626 2.44530457],[0.98816217 0.8945114  0.69354946],[0.98823047 0.89472196 0.68394059],[0.99999958 0.99999735 0.99973707],[0.96835128 0.77771272 0.84489094],[0.58133089 0.59863256 0.19280552],[0.96119935 0.18524757 0.12427127],[0.99996977 0.9999856  0.95056797],[0.99341634 0.91789891 0.71892909],[0.96119935 0.69695663 0.49818654],[0.99999728 0.99999851 0.99957477],[12.43818325  1.94750593 -9.47207736],[12.44723316  1.91656897 -9.49310888],[57.37105622 49.96111585 29.61790447],[ 7.52144489 -2.29351527 -2.35097329],[ -5.75666495  -6.79628506 -10.1695885 ],[ 6.58494865 -1.42223169 -8.55553102],[35.66059861 44.46083244  3.7868746 ],[13.31573601  2.19989613 -9.43331936],[  6.58494865  -4.44663878 -16.10240779],[48.83826501 54.05836296 27.52633741]
10,[71.76868724 44.38575362 24.2141399 ],[78.25840513 37.05402691 54.18092776],[1.32004234 0.40729153 1.84589253],[ 51.08458083 108.15719245  73.93584844],[15.11987659  6.11557118  7.58781332],[250.5031616  198.24348323  56.20583351],[0.75508913 0.88734751 0.96537789],[65.05010537  9.76729005 19.89904874],[257.29218259 325.97137621 303.78197907],[1.28861851 0.73801604 1.47643057],[0.95522268 0.98037619 0.9192958 ],[0.94729376 0.98735043 0.75029442],[0.999985   0.99999845 0.99954211],[0.97792907 0.90178297 0.60376636],[0.99802965 0.99963115 0.99158618],[-0.00423991  0.4741974   0.54322834],[0.99999511 0.99999224 0.99989136],[0.96355231 0.99907531 0.9526143 ],[0.6593607  0.58160681 0.20604328],[0.99998571 0.99999473 0.99973231],[10.52072092 14.10459354  7.61161564],[ 9.76880111 15.67275725  0.61606784],[45.22766372 54.85135798 29.96886834],[13.47362429  6.36835739 -2.08410463],[24.04845604 31.320725   17.69066383],[-0.33684326  1.1054871   0.29736873],[50.07945659 48.08759079 35.59904963],[11.37446088 27.2539838   9.31635027],[ -0.56911085  -3.21412382 -14.35824356],[45.43693369 49.68814947 31.90873601]
11,[ 7.09772941 44.40218603 14.2914163 ],[ 2.46406388 26.42468666 13.19221661],[0.17526438 0.7682648  1.67527833],[ 232.36381561 2380.27841759  304.0077586 ],[3.52834779 5.95052671 5.05608472],[  8.30075187 163.70838972  31.25607398],[0.19889966 2.3565215  0.78750904],[ 2.91288724 13.27476979  3.30454389],[  8.30075187 203.9487774   90.80244452],[0.19271415 1.28328178 0.8268364 ],[0.99956645 0.98042952 0.97230572],[0.99994772 0.99329743 0.97558584],[0.99999974 0.99999467 0.99958894],[0.71428713 0.10466965 0.19550854],[0.99989283 0.99965277 0.99625621],[0.99940767 0.702424   0.85909566],[0.99999967 0.99994583 0.99990969],[0.99993756 0.99829034 0.99874143],[0.99940767 0.74491199 0.54219298],[0.99999969 0.99998443 0.99990019],[30.6170322  14.10137846 12.19149118],[39.80638174 18.60926858 12.88664111],[62.7655477  49.33924682 30.81125717],[  0.31605098 -20.48308968 -14.36469676],[36.68799323 31.55835732 21.21670975],[29.25707233  2.76804677  5.39430806],[61.66674031 39.60403736 37.36788568],[38.35294751 24.58892553 24.9107661 ],[29.25707233  0.85904338 -3.86895422],[61.94114911 44.88302493 36.94460482]
12,[169.1978638   88.30957348  43.11145264],[170.71808043 189.46205687 425.0723293 ],[2.61015585 0.93851156 4.81382303],[ 94.07274568 670.25616899 115.96611843],[387.06958473  92.89734763   5.09275805],[276.63489158 194.25758984 291.06495939],[26.08649053  0.74213686  3.57020199],[167.75940968  89.24232139  36.14233609],[ 395.23695385  889.42009818 2390.93829108],[1.71963774 0.8149878  3.00678742],[0.93753724 0.9702792  0.79981512],[0.93423857 0.76357639 0.11039782],[0.99996014 0.99999285 0.99705281],[0.96249119 0.32278318 0.40059444],[0.72112585 0.92761119 0.99665774],[0.14880418 0.60299879 0.1929088 ],[0.9993191  0.999995   0.99893352],[0.94311717 0.96799227 0.8911247 ],[0.71493006 0.22063147 0.01968924],[0.99997805 0.99999482 0.99907442],[3.07152346 8.12930976 2.60114345],[  2.99383059   1.49902054 -17.27626011],[39.30609218 47.600673   21.64319419],[ 8.17014457 -9.4753509  -5.99362583],[-4.11635996  7.68939921 21.1539357 ],[ -1.19871815   1.28190558 -13.98680191],[19.31110784 49.6397854  24.23914083],[3.14568319 8.03804833 4.13267218],[ -4.2977299  -11.93267328 -32.27837076],[42.93068164 48.82644339 25.7309421 ]
13,[25.6977235  88.15235173 12.7500795 ],[3.28674559 3.72268585 1.32254071],[0.10179436 0.28697367 0.21347953],[37.17214799 77.15478995 50.82087739],[105.88504147   2.18887676   2.85366717],[ 7.54052552  4.88293572 11.0414298 ],[0.22092681 0.16055737 0.08348318],[6.57795729 5.55217581 2.04422679],[ 7.54052552  4.88293572 11.0414298 ],[0.37137877 0.28069741 0.6486737 ],[0.99447757 0.92095905 0.9778826 ],[0.99993275 0.99986891 0.99974355],[0.99999992 0.99999929 0.99999328],[0.98966806 0.94755111 0.80586846],[0.89831166 0.99995727 0.99879681],[0.99958913 0.99978805 0.9823191 ],[0.99999969 0.99999982 0.99999902],[0.99970636 0.99969921 0.99949544],[0.99958913 0.99978805 0.9823191 ],[0.99999902 0.99999932 0.99993784],[19.44152793  8.14478744 13.18273873],[37.3040992  35.63233774 32.86481557],[67.48494625 57.89262434 48.70587193],[16.23506782  9.30220764  1.17215341],[ 7.14272875 40.24503928 26.18493022],[30.09138869 33.27584536 14.43249028],[60.75445242 62.93686065 56.86101654],[31.27759998 32.16020131 29.0824151 ],[30.09138869 33.27584536 14.43249028],[56.24307956 58.08469745 39.05247072]
14,[24.98650731 45.75750544 15.22460944],[15.44541337  7.18230507 13.98391069],[0.36186794 0.5102931  0.91470532],[ 40.38838807 175.25961545  49.28990402],[ 53.64897633 251.95429022  27.72830009],[16.28575084 12.09515648 56.66396462],[0.28766569 0.13395304 0.89976428],[5.93472454 6.04930601 9.36615635],[16.28575084 12.09515648 54.00277231],[0.42743566 0.24409848 1.42202672],[0.99465367 0.97947879 0.97038129],[0.99798352 0.99954731 0.98204091],[0.999999   0.99999776 0.99988632],[0.98758272 0.78899798 0.62296311],[0.98446469 0.65176756 0.92457268],[0.99835454 0.99877176 0.37947233],[0.99999948 0.99999982 0.99990236],[0.9997634  0.99968109 0.99505563],[0.99835454 0.99877176 0.80469378],[0.99999883 0.99999948 0.99974903],[19.6853099  13.8402187  11.64207338],[23.86343025 29.92418855 12.38042375],[56.46841883 52.89307158 36.06737252],[15.51429056  2.17582841  1.43783714],[13.04819218 -0.97696966  6.43453167],[23.40326525 25.39723567  0.22685743],[58.46165954 64.51041389 36.21042165],[32.17140965 31.41535441 15.86176852],[23.40326525 25.39723567  0.64467547],[55.02200587 59.29816416 32.23484147]
15,[25.73037536 43.43142922 24.71832044],[  4.98072353 114.79390973  13.19100531],[0.32050334 0.60460871 0.35700893],[  15.11322396 1638.91818959  130.93585132],[17.41505977  2.56067064  0.46603101],[35.50736092 64.08462904 68.92909784],[0.27883553 0.70916105 0.25831816],[9.04497997 7.35012852 2.20231542],[  35.50736092  989.61138491 1063.63936774],[0.86457513 1.50698419 0.25769296],[0.99435061 0.981602   0.90543361],[0.99979045 0.88231332 0.97568323],[0.99999927 0.9999971  0.99998546],[0.99804505 0.13589338 0.40033975],[0.99740167 0.99993607 0.99997228],[0.98931539 0.96189843 0.64293918],[0.99999944 0.99999574 0.99999446],[0.99931596 0.99954537 0.999596  ],[0.98931539 0.22157676 0.05525491],[0.99999367 0.99997827 0.9999945 ],[19.43049853 14.29338308  7.43261742],[33.69357227  5.85108855 12.88743868],[57.52276971 51.41997753 44.23941491],[ 24.05227861 -17.24168001  -7.04817494],[22.82092158 38.88239105 41.92470018],[16.63305308 10.91438801 -1.4750553 ],[58.73245866 50.03456804 47.04989794],[28.51126879 29.72356685 28.43540621],[ 16.63305308 -12.85982816 -25.24289148],[48.90336622 43.48729159 47.07094539]
16,[45.18126688 52.71184243 12.84575209],[62.20702461 48.83408495 82.25420476],[1.55110069 1.53389242 0.35965949],[20.76257878 79.60932853 70.93086523],[88.92305295 35.54548038  0.47219865],[240.60517411 186.0494979   96.15521683],[0.94779591 0.59356529 2.26107802],[37.55644137 21.24705389  3.67538248],[395.01477144 404.73761407 777.83632834],[1.00364223 0.84688973 2.26330998],[0.98975963 0.9742972  0.97880585],[0.97394915 0.97758373 0.54030706],[0.99998462 0.99997873 0.99998417],[0.99633445 0.94285182 0.62196845],[0.93844328 0.98774783 0.99997032],[0.16339722 0.57815865 0.50798915],[0.99999618 0.99999802 0.99924767],[0.99520513 0.99679008 0.99863424],[0.50978291 0.47872682 0.07194893],[0.99999523 0.99999409 0.99924693],[14.54025289 12.61130157 13.11780586],[11.76263239 13.27500441 -3.01016557],[43.82662113 43.33356746 44.1751662 ],[21.2937951   9.03018628 -1.72370856],[ 8.65913368 16.03377774 41.81050179],[ 0.01332172  1.65689545 -4.36646045],[48.10512432 51.58009556 28.20668563],[16.14573229 20.50349111 23.98694577],[ -4.29284575  -5.09400584 -22.52476787],[47.60784243 48.49292816 28.19811581]
17,[28.57790853 50.39585738 13.44605572],[ 2.8158906   2.5212232  10.40758364],[0.05776516 0.19202165 0.64959612],[140.09099485  77.05294253  63.03889599],[50.57648807 35.17335069 95.03794433],[18.55070792 13.68941011  9.64583334],[0.13720259 0.13011267 2.93738085],[9.1274652  7.86197943 4.29896245],[18.55070792 13.68941011  9.64583334],[0.57244844 0.43051246 0.79740784],[0.99303578 0.97520894 0.975587  ],[0.99994192 0.99994002 0.98589582],[0.99999999 0.99999968 0.99995141],[0.87242204 0.94691341 0.62793962],[0.97806744 0.98815224 0.69121907],[0.99704038 0.99816052 0.98945502],[0.99999992 0.99999986 0.9988112 ],[0.99932664 0.99943135 0.99829819],[0.99704038 0.99816052 0.98945502],[0.99999726 0.99999824 0.99993109],[18.51881213 13.00156874 12.72109845],[38.6471054  39.01723961 14.94599839],[72.4061008  61.38246178 39.04012812],[ 4.71121658  9.31368093 -0.69917539],[13.56044758 16.12519066 -4.26494409],[22.27221122 24.32177081 15.60620151],[64.89217501 64.76307404 25.9337914 ],[28.43241725 29.13882744 22.62572355],[22.27221122 24.32177081 15.60620151],[52.4846935  54.36975102 37.25938654]
18,[28.87067942 87.1943975  13.59410531],[11.55961786 15.17511619 46.14346289],[1.16293828 0.24455358 6.41308976],[ 31.09212888 103.52442255  44.53643362],[6.01296952 4.19629646 1.76726821],[40.93140474 24.82581338 64.74459157],[0.4847445  0.21511383 0.38073345],[ 4.98618137 13.00303679  4.40964656],[168.46846583 194.0709289  406.57170348],[0.56576199 0.21027463 2.41913312],[0.99284942 0.92265652 0.97519647],[0.99885889 0.99774519 0.78137672],[0.99998857 0.99999957 0.99397224],[0.99178678 0.90897698 0.79483474],[0.99968896 0.99982655 0.99953977],[0.98549317 0.99401647 0.66470097],[0.99999816 0.9999997  0.99998047],[0.99980797 0.99846021 0.99751408],[0.81962504 0.75900209 0.13996203],[0.99999744 0.99999973 0.99913778],[18.43028089  8.23969388 12.62598398],[26.38055143 23.426825    2.01079292],[46.32828763 59.28198485 19.15165022],[17.78641179  6.74860917  2.31868785],[32.05764092 34.59214225 30.34694726],[15.39828798 19.15139577 -0.93107333],[53.92916311 60.39609885 43.68057582],[33.68405953 24.76856967 22.40492096],[  3.10904855   1.29025581 -16.8897464 ],[52.58674564 60.59372783 27.61980125]
19,[25.68054737 45.56421813 17.71536102],[23.0341731  18.31768506 15.36735581],[0.45224547 1.46255621 0.35402801],[176.00330622 553.53875966  79.86732978],[250.13076915 322.1327596   27.27077423],[ 6.83439915 16.62270519 60.39082194],[5.22430835 0.66691102 0.35345419],[ 6.14697757 18.20244813 12.06266074],[ 6.83439915 16.62270519 53.39432863],[0.41714744 0.66241399 0.60303345],[0.99448865 0.97957093 0.95825609],[0.99560962 0.99696068 0.96540458],[0.99999919 0.99998595 0.99998175],[0.81907607 0.02990703 0.66693288],[0.89576993 0.74661444 0.89964962],[0.99979981 0.99832607 0.12019492],[0.99977471 0.99999683 0.99998341],[0.99974633 0.99696083 0.97963524],[0.99979981 0.99832607 0.70992996],[0.99999867 0.99999709 0.99994669],[19.44733545 13.87698706 10.32599644],[20.39196845 21.79205374 11.56101365],[54.53193654 43.74721418 44.31224403],[ 2.72900445 -7.81349522 -2.75438671],[-0.3239214  -3.11123236  6.57904723],[30.94541419 22.63543145 -0.32642223],[33.27884494 50.56810758 44.32633382],[31.8661884  21.84686946 13.66413431],[30.94541419 22.63543145  0.74309398],[55.23362933 50.62687563 39.68616852]
20,[27.76883089 44.89395402 14.13422996],[2.481011   4.30828324 1.75396514],[0.17135912 0.17294606 0.38670942],[ 73.36731516 233.03552578  83.24073965],[ 54.37777128 132.47060977   8.57401553],[2.5949465  5.16897918 8.08844985],[0.14451349 1.13530035 0.27166301],[ 5.40697123 12.01387756  2.0823106 ],[2.5949465  5.16897918 8.08844985],[0.17593434 0.32929315 0.55231092],[0.99338286 0.98032525 0.97301342],[0.99994718 0.99982032 0.99955608],[0.99999975 0.99999974 0.99997796],[0.96097046 0.70293256 0.67009619],[0.97470613 0.85646741 0.98945626],[0.99994292 0.99974664 0.9905949 ],[0.99999983 0.99998935 0.99998919],[0.99975418 0.99864584 0.99947294],[0.99994292 0.99974664 0.9905949 ],[0.99999974 0.99999903 0.9999551 ],[18.76826906 14.00570835 12.28755353],[39.74684717 34.36338054 30.41257741],[62.96127662 62.29125225 43.54530157],[10.32936844 -0.29897717 -3.11372203],[12.9309929   4.60707479 16.62931127],[39.35685279 32.78136984 17.13569064],[64.44125305 45.94725003 46.61238639],[32.9803398  25.45580147 28.9220864 ],[39.35685279 32.78136984 17.13569064],[62.73240857 56.69781166 40.44932394]
21,[25.46126976 45.32173307 14.34511773],[ 8.23960636 12.52007437 27.64119662],[0.33378161 0.52834484 1.51106177],[ 19.07152358 138.16235269  44.99701868],[ 6.7762066  22.11571015  5.32508637],[65.25558445 77.04351487 50.44911979],[0.20223892 0.37589303 1.84895531],[ 7.53315665 12.18562579  6.99223987],[ 65.25558445  77.04351487 243.9156737 ],[0.20598477 0.37600287 2.29561726],[0.99448948 0.98006487 0.97129041],[0.99941896 0.99848834 0.90520837],[0.99999921 0.99999815 0.99967245],[0.99700312 0.85005159 0.79090984],[0.99960486 0.99523027 0.99584181],[0.96503981 0.94551453 0.51125955],[0.9999998  0.99999939 0.99950031],[0.9995351  0.99868484 0.99372587],[0.96503981 0.94551453 0.23741338],[0.99999979 0.99999941 0.99923443],[19.52181981 13.92333533 12.15891425],[29.32129169 25.09732733  6.46185978],[57.17017294 52.59111612 31.70735221],[22.03171319  4.2416711   2.22932178],[31.01968819 20.15544771 20.76646346],[11.3470673   9.31474374  1.23592472],[61.52212633 55.54818007 29.9544683 ],[30.099881   25.33250876 18.40067022],[ 11.3470673    9.31474374 -12.45179758],[61.36271883 55.54564237 28.07500696]
22,[25.46582257 50.17943057 15.04382023],[12.88364666  5.98904579 14.18398002],[0.04659035 0.24318742 0.33655445],[ 47.48376213 178.77103959  65.85742616],[309.57474048 252.16027171 153.42811629],[ 3.01546468 11.51337246 16.23633157],[0.27380467 0.35052977 0.76115889],[5.25645211 8.96769301 8.40556741],[ 3.01546468 11.51337246 16.23633157],[0.19301913 0.44766999 0.84550613],[0.9944761  0.97544517 0.97182318],[0.99862548 0.9997012  0.97657414],[0.99999998 0.99999943 0.99998929],[0.98049312 0.84811204 0.62902676],[0.70629473 0.70164775 0.25964677],[0.9999458  0.99890182 0.97607019],[0.99999957 0.99999902 0.99996391],[0.99978266 0.99927406 0.99464754],[0.9999458  0.99890182 0.97607019],[0.99999977 0.99999824 0.99993747],[19.5202668  13.03895093 11.74583389],[25.43864486 31.50231282 12.25703437],[74.27350167 59.33064338 44.75188992],[14.10851856  2.00352219 -1.07909849],[-2.17588938 -0.98406777 -8.42510248],[38.05233605 25.82541441 11.08323835],[58.89060396 56.15496731 37.66349016],[33.22556674 27.99585085 16.80165588],[38.05233605 25.82541441 11.08323835],[61.9274138  54.03030577 36.75066136]
